norm_name,raw_name,sources,source_count,ida_ny,ida_oh,nursing_home,charter_school,faith_hospital,oge_trade,fara,capitol_trade,water_epa,opioid,hrsa_340b,opioid_vendor,fara_principal,dol_whd,nih_exporter,osha,msha,cfpb,sam_gov,usaspending
XCEL ENERGY,Xcel Energy Inc,capitol_trade|dol_whd|oge_trade|osha|water_epa,5,,,,,,Y,,Y,Y,,,,,Y,,Y,,,,
ABB,ABB,capitol_trade|dol_whd|ida_oh|usaspending,4,,Y,,,,,,Y,,,,,,Y,,,,,,Y
ABX AIR,ABX AIR,dol_whd|ida_oh|osha|usaspending,4,,Y,,,,,,,,,,,,Y,,Y,,,,Y
ACE ELECTRIC,ACE ELECTRIC,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
ACE HARDWARE,Ace Hardware Corporation,dol_whd|ida_ny|ida_oh|osha,4,Y,Y,,,,,,,,,,,,Y,,Y,,,,
ADVANCED DRAINAGE SYSTEMS,ADVANCED DRAINAGE SYSTEMS,capitol_trade|ida_oh|osha|water_epa,4,,Y,,,,,,Y,Y,,,,,,,Y,,,,
ADVENTHEALTH ORLANDO,ADVENTHEALTH ORLANDO,dol_whd|faith_hospital|hrsa_340b|nih_exporter,4,,,,,Y,,,,,,Y,,,Y,Y,,,,,
AGCO,AGCO Corp,capitol_trade|dol_whd|osha|water_epa,4,,,,,,,,Y,Y,,,,,Y,,Y,,,,
AGROPUR,AGROPUR INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
AIRGAS,AIRGAS,dol_whd|ida_oh|osha|usaspending,4,,Y,,,,,,,,,,,,Y,,Y,,,,Y
AIRGAS USA,AIRGAS USA,dol_whd|ida_oh|sam_gov|usaspending,4,,Y,,,,,,,,,,,,Y,,,,,Y,Y
ALABAMA POWER COMPANY,ALABAMA POWER COMPANY,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
ALBANY MEDICAL CENTER HOSPITAL,Albany Medical Center Hospital,dol_whd|hrsa_340b|ida_ny|usaspending,4,Y,,,,,,,,,,Y,,,Y,,,,,,Y
ALCON CONSTRUCTION,Alcon Construction,dol_whd|opioid_vendor|osha|sam_gov,4,,,,,,,,,,,,Y,,Y,,Y,,,Y,
ALLIED SYSTEMS,ALLIED SYSTEMS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
ALLIED TUBE CONDUIT,ALLIED TUBE & CONDUIT,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
ALTEC INDUSTRIES,ALTEC INDUSTRIES INC,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
AM GENERAL,AM GENERAL LLC,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
AMAZON,AMAZON,dol_whd|ida_oh|oge_trade|opioid_vendor,4,,Y,,,,Y,,,,,,Y,,Y,,,,,,
AMAZON COM,AMAZON COM,capitol_trade|dol_whd|ida_oh|oge_trade,4,,Y,,,,Y,,Y,,,,,,Y,,,,,,
AMERICAN AIRLINES,AMERICAN AIRLINES,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
AMERICAN EXPRESS,American Express Co.,capitol_trade|dol_whd|oge_trade|osha,4,,,,,,Y,,Y,,,,,,Y,,Y,,,,
AMERICAN FENCE COMPANY,AMERICAN FENCE COMPANY,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
AMERICAN MECHANICAL,AMERICAN MECHANICAL,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
AMERICAN REGENT,American Regent Inc,ida_ny|ida_oh|usaspending|water_epa,4,Y,Y,,,,,,,Y,,,,,,,,,,,Y
AMGEN,AMGEN,capitol_trade|ida_oh|oge_trade|sam_gov,4,,Y,,,,Y,,Y,,,,,,,,,,,Y,
AMPHENOL,Amphenol Corp,capitol_trade|dol_whd|sam_gov|usaspending,4,,,,,,,,Y,,,,,,Y,,,,,Y,Y
AMTEC,AMTEC,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
ANACOMP,ANACOMP,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
ANCHOR GLASS CONTAINER,Anchor Glass Container,dol_whd|ida_ny|osha|water_epa,4,Y,,,,,,,,Y,,,,,Y,,Y,,,,
ANHEUSER BUSCH,Anheuser Busch LLC,dol_whd|ida_ny|osha|water_epa,4,Y,,,,,,,,Y,,,,,Y,,Y,,,,
APPLIED INDUSTRIAL TECHNOLOGIES,Applied Industrial Technologies Inc,capitol_trade|osha|sam_gov|usaspending,4,,,,,,,,Y,,,,,,,,Y,,,Y,Y
APTARGROUP,"Aptargroup, Inc.",capitol_trade|ida_ny|sam_gov|usaspending,4,Y,,,,,,,Y,,,,,,,,,,,Y,Y
ARCHER DANIELS MIDLAND,Archer-Daniels-Midland Co,capitol_trade|dol_whd|osha|water_epa,4,,,,,,,,Y,Y,,,,,Y,,Y,,,,
ARDENT MILLS,ARDENT MILLS LLC,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
ARVINMERITOR,ARVINMERITOR,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
ASBURY GRAPHITE MILLS,ASBURY GRAPHITE MILLS INC,msha|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,,,Y,Y,,,Y
ASHLAND,ASHLAND,ida_oh|msha|opioid|water_epa,4,,Y,,,,,,,Y,Y,,,,,,,Y,,,
ATLAS ROOFING,ATLAS ROOFING CORPORATION,dol_whd|osha|sam_gov|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,Y,
AUTOMATIC DATA PROCESSING,"Automatic Data Processing, Inc.",capitol_trade|cfpb|dol_whd|oge_trade,4,,,,,,Y,,Y,,,,,,Y,,,,Y,,
AVON PRODUCTS,"Avon Products, Inc.",dol_whd|ida_ny|ida_oh|osha,4,Y,Y,,,,,,,,,,,,Y,,Y,,,,
AXIOM,AXIOM,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
BAE SYSTEMS,BAE Systems PLC,capitol_trade|dol_whd|osha|water_epa,4,,,,,,,,Y,Y,,,,,Y,,Y,,,,
BAKER HUGHES,Baker Hughes Inc,capitol_trade|dol_whd|msha|osha,4,,,,,,,,Y,,,,,,Y,,Y,Y,,,
BANNER HEALTH,BANNER HEALTH,dol_whd|nih_exporter|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,Y,,,,Y,Y
BATH IRON WORKS,BATH IRON WORKS,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
BAXTER HEALTHCARE,BAXTER HEALTHCARE CORPORATION,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
BECTON DICKINSON AND COMPANY,"Becton, Dickinson and Company",dol_whd|oge_trade|sam_gov|usaspending,4,,,,,,Y,,,,,,,,Y,,,,,Y,Y
BENCHMARK,BENCHMARK,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
BENTON COUNTY,Benton County,hrsa_340b|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,Y,,,,,,,,Y,Y
BERKSHIRE MEDICAL CENTER,BERKSHIRE MEDICAL CENTER,dol_whd|hrsa_340b|osha|sam_gov,4,,,,,,,,,,,Y,,,Y,,Y,,,Y,
BEYEL BROTHERS,BEYEL BROTHERS INC,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
BIMBO BAKERIES USA,BIMBO BAKERIES USA INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
BOSTON MEDICAL CENTER,BOSTON MEDICAL CENTER,dol_whd|hrsa_340b|nih_exporter|usaspending,4,,,,,,,,,,,Y,,,Y,Y,,,,,Y
BRISTOL MYERS SQUIBB,"Bristol-Myers Squibb Co., Inc.",capitol_trade|ida_ny|oge_trade|water_epa,4,Y,,,,,Y,,Y,Y,,,,,,,,,,,
BRITISH AIRWAYS,"British Airways, PLC",fara|fara_principal|osha|water_epa,4,,,,,,,Y,,Y,,,,Y,,,Y,,,,
BRUNSWICK,Brunswick Corp,capitol_trade|dol_whd|fara_principal|usaspending,4,,,,,,,,Y,,,,,Y,Y,,,,,,Y
BUFFALO ROCK COMPANY,BUFFALO ROCK COMPANY,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
C D CONSTRUCTION,C D CONSTRUCTION,dol_whd|msha|osha|sam_gov,4,,,,,,,,,,,,,,Y,,Y,Y,,Y,
C D TECHNOLOGIES,C & D TECHNOLOGIES INCORPORATED,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
CABLE ONE,CABLE ONE,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
CACI INTERNATIONAL,Caci International Inc.,capitol_trade|dol_whd|ida_ny|usaspending,4,Y,,,,,,,Y,,,,,,Y,,,,,,Y
CAL,CAL INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CAL MAINE FOODS,"CAL MAINE FOODS, INC",dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,dol_whd|nih_exporter|osha|usaspending,4,,,,,,,,,,,,,,Y,Y,Y,,,,Y
CALSPAN,Calspan Corporation,dol_whd|ida_ny|osha|usaspending,4,Y,,,,,,,,,,,,,Y,,Y,,,,Y
CANADIAN NATIONAL RAILWAY,Canadian National Railway Co,capitol_trade|fara_principal|osha|water_epa,4,,,,,,,,Y,Y,,,,Y,,,Y,,,,
CARAHSOFT TECHNOLOGY,Carahsoft Technology Corp.,nih_exporter|opioid_vendor|sam_gov|usaspending,4,,,,,,,,,,,,Y,,,Y,,,,Y,Y
CARE INITIATIVES,CARE INITIATIVES,dol_whd|nursing_home|sam_gov|usaspending,4,,,Y,,,,,,,,,,,Y,,,,,Y,Y
CARNIVAL,Carnival Corporation & PLC,capitol_trade|dol_whd|fara_principal|usaspending,4,,,,,,,,Y,,,,,Y,Y,,,,,,Y
CARPENTER TECHNOLOGY,Carpenter Technology Corp,capitol_trade|dol_whd|usaspending|water_epa,4,,,,,,,,Y,Y,,,,,Y,,,,,,Y
CARRIER,CARRIER CORPORATION,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CECO,CECO,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
CENTRAL RESEARCH,CENTRAL RESEARCH,cfpb|dol_whd|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,,,Y,Y,Y
CENTRAL VALLEY MEAT,CENTRAL VALLEY MEAT CO INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CENTRO,CENTRO,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
CHARTER COMMUNICATIONS,Charter Communications Inc,capitol_trade|dol_whd|osha|usaspending,4,,,,,,,,Y,,,,,,Y,,Y,,,,Y
CINTAS NO 2,Cintas Corporation No 2,dol_whd|ida_ny|ida_oh|usaspending,4,Y,Y,,,,,,,,,,,,Y,,,,,,Y
CITY OF ABERDEEN,City of Aberdeen,opioid|osha|sam_gov|usaspending,4,,,,,,,,,,Y,,,,,,Y,,,Y,Y
CITY OF ALBANY,City of Albany,dol_whd|opioid|osha|usaspending,4,,,,,,,,,,Y,,,,Y,,Y,,,,Y
CITY OF BIG SPRING,CITY OF BIG SPRING,opioid|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,,,,,,Y,Y
CITY OF CALVERT,CITY OF CALVERT,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF COLUMBIA,CITY OF COLUMBIA,opioid|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,,,,,,Y,Y
CITY OF COLUMBUS,CITY OF COLUMBUS,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF COMMERCE,CITY OF COMMERCE,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF DEER PARK,CITY OF DEER PARK,opioid|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,,,,,,Y,Y
CITY OF DETROIT,CITY OF DETROIT,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF GARY,CITY OF GARY,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF GREENSBORO,City of Greensboro,dol_whd|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,,,,Y,,,,,Y,Y
CITY OF GREENVILLE,City of Greenville,dol_whd|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,,,,Y,,,,,Y,Y
CITY OF HAMILTON,CITY OF HAMILTON,dol_whd|opioid|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,,Y
CITY OF HENDERSON,CITY OF HENDERSON,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF LAGO VISTA,CITY OF LAGO VISTA,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF MIAMI,City of Miami,dol_whd|msha|opioid|sam_gov,4,,,,,,,,,,Y,,,,Y,,,Y,,Y,
CITY OF NEW LONDON,CITY OF NEW LONDON,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF NOME,CITY OF NOME,opioid|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,,,,,,Y,Y
CITY OF OKLAHOMA CITY,CITY OF OKLAHOMA CITY,capitol_trade|dol_whd|sam_gov|usaspending,4,,,,,,,,Y,,,,,,Y,,,,,Y,Y
CITY OF OMAHA,City of Omaha,dol_whd|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,,,,Y,,,,,Y,Y
CITY OF PASADENA,CITY OF PASADENA,dol_whd|opioid|osha|water_epa,4,,,,,,,,,Y,Y,,,,Y,,Y,,,,
CITY OF PHILADELPHIA,CITY OF PHILADELPHIA,dol_whd|hrsa_340b|sam_gov|usaspending,4,,,,,,,,,,,Y,,,Y,,,,,Y,Y
CITY OF PIEDMONT,City of Piedmont,dol_whd|opioid|osha|sam_gov,4,,,,,,,,,,Y,,,,Y,,Y,,,Y,
CITY OF PRESIDIO,CITY OF PRESIDIO,opioid|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,Y,,,,,,,,,Y,Y
CITY OF RIVERSIDE,City of Riverside,dol_whd|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,,,,Y,,,,,Y,Y
CITY OF ROCHESTER,CITY OF ROCHESTER,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF SALEM,City of Salem,opioid|osha|sam_gov|usaspending,4,,,,,,,,,,Y,,,,,,Y,,,Y,Y
CITY OF SAN ANTONIO,City of San Antonio,dol_whd|opioid|sam_gov|usaspending,4,,,,,,,,,,Y,,,,Y,,,,,Y,Y
CITY OF SANGER,CITY OF SANGER,dol_whd|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,,Y,,,,,Y,
CITY OF VIENNA,CITY OF VIENNA,fara_principal|opioid|sam_gov|water_epa,4,,,,,,,,,Y,Y,,,Y,,,,,,Y,
CLARK CONSTRUCTION GROUP,CLARK CONSTRUCTION GROUP,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
CLARK RELIANCE,CLARK RELIANCE CORPORATION,ida_oh|osha|sam_gov|usaspending,4,,Y,,,,,,,,,,,,,,Y,,,Y,Y
CLEAN HARBORS,Clean Harbors Inc,capitol_trade|dol_whd|osha|water_epa,4,,,,,,,,Y,Y,,,,,Y,,Y,,,,
CLEAN HARBORS ENVIRONMENTAL SERVICES,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CLEAN VENTURE,CLEAN VENTURE INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CLEAR CHANNEL OUTDOOR,CLEAR CHANNEL OUTDOOR,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
COHERENT,Coherent Corp,capitol_trade|sam_gov|usaspending|water_epa,4,,,,,,,,Y,Y,,,,,,,,,,Y,Y
COLUMBIA INDUSTRIES,"COLUMBIA INDUSTRIES, LLC",dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
COLUMBUS MCKINNON,Columbus McKinnon Corp,ida_ny|ida_oh|osha|usaspending,4,Y,Y,,,,,,,,,,,,,,Y,,,,Y
COMCAST,Comcast Corp.,capitol_trade|dol_whd|oge_trade|osha,4,,,,,,Y,,Y,,,,,,Y,,Y,,,,
COMMONWEALTH OF VIRGINIA,COMMONWEALTH OF VIRGINIA,capitol_trade|dol_whd|nursing_home|sam_gov,4,,,Y,,,,,Y,,,,,,Y,,,,,Y,
COMMUNITY MEDICAL CENTER,"COMMUNITY MEDICAL CENTER, INC.",dol_whd|hrsa_340b|nursing_home|sam_gov,4,,,Y,,,,,,,,Y,,,Y,,,,,Y,
COMPTECH COMPUTER TECHNOLOGIES,COMPTECH COMPUTER TECHNOLOGIES,dol_whd|ida_oh|sam_gov|usaspending,4,,Y,,,,,,,,,,,,Y,,,,,Y,Y
COMPUTER SCIENCES,Computer Sciences corporation,cfpb|dol_whd|ida_ny|osha,4,Y,,,,,,,,,,,,,Y,,Y,,Y,,
CONTITECH USA,CONTITECH USA,ida_oh|sam_gov|usaspending|water_epa,4,,Y,,,,,,,Y,,,,,,,,,,Y,Y
CONVERGYS,CONVERGYS,cfpb|dol_whd|ida_oh|osha,4,,Y,,,,,,,,,,,,Y,,Y,,Y,,
CORE LABORATORIES,CORE LABORATORIES,osha|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,,,Y,,,Y,Y
COUNTY OF MARIN,COUNTY OF MARIN,capitol_trade|dol_whd|sam_gov|usaspending,4,,,,,,,,Y,,,,,,Y,,,,,Y,Y
COUNTY OF MONTEREY,COUNTY OF MONTEREY,dol_whd|hrsa_340b|osha|sam_gov,4,,,,,,,,,,,Y,,,Y,,Y,,,Y,
COUNTY OF SANTA CRUZ,COUNTY OF SANTA CRUZ,hrsa_340b|osha|sam_gov|usaspending,4,,,,,,,,,,,Y,,,,,Y,,,Y,Y
COUNTY OF WAYNE,COUNTY OF WAYNE,dol_whd|hrsa_340b|nursing_home|usaspending,4,,,Y,,,,,,,,Y,,,Y,,,,,,Y
COVINGTON COUNTY HOSPITAL,COVINGTON COUNTY HOSPITAL,dol_whd|hrsa_340b|nursing_home|usaspending,4,,,Y,,,,,,,,Y,,,Y,,,,,,Y
COWLITZ COUNTY,COWLITZ COUNTY,msha|opioid|osha|water_epa,4,,,,,,,,,Y,Y,,,,,,Y,Y,,,
CRACKER BARREL OLD COUNTRY STORE,Cracker Barrel Old Country Store Inc,capitol_trade|dol_whd|osha|usaspending,4,,,,,,,,Y,,,,,,Y,,Y,,,,Y
CROMAN,CROMAN,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
CROWN EQUIPMENT,CROWN EQUIPMENT CORPORATION,ida_oh|osha|sam_gov|usaspending,4,,Y,,,,,,,,,,,,,,Y,,,Y,Y
CVS,CVS,dol_whd|opioid_vendor|osha|water_epa,4,,,,,,,,,Y,,,Y,,Y,,Y,,,,
CVS PHARMACY,CVS PHARMACY,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
CYGNUS,CYGNUS CORP,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
DAIRY FARMERS OF AMERICA,DAIRY FARMERS OF AMERICA,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
DANA,DANA LIMITED,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
DANIEL,DANIEL,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DARIGOLD,DARIGOLD INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
DARK HORSE CONSTRUCTION,DARK HORSE CONSTRUCTION,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DARLING INGREDIENTS,Darling Ingredients Inc,capitol_trade|dol_whd|usaspending|water_epa,4,,,,,,,,Y,Y,,,,,Y,,,,,,Y
DAVIS,DAVIS,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
DAVIS CONTRACTING,DAVIS CONTRACTING,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DAVITA,DaVita Inc,capitol_trade|dol_whd|osha|usaspending,4,,,,,,,,Y,,,,,,Y,,Y,,,,Y
DEB EL FOOD PRODUCTS,Deb El Food Products LLC,dol_whd|ida_ny|osha|usaspending,4,Y,,,,,,,,,,,,,Y,,Y,,,,Y
DEL MONTE FOODS,DEL MONTE FOODS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DELOITTE CONSULTING,DELOITTE CONSULTING,dol_whd|nih_exporter|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,Y,,,,Y,Y
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER HEALTH AND HOSPITAL AUTHORITY,hrsa_340b|nih_exporter|opioid_vendor|usaspending,4,,,,,,,,,,,Y,Y,,,Y,,,,,Y
DEPARTMENT OF EDUCATION,DEPARTMENT OF EDUCATION,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DIAMOND PLASTICS,DIAMOND PLASTICS,dol_whd|osha|sam_gov|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,Y,
DIGNITY HEALTH,DIGNITY HEALTH,dol_whd|nursing_home|sam_gov|usaspending,4,,,Y,,,,,,,,,,,Y,,,,,Y,Y
DIVERSIFIED CONTRACTORS,DIVERSIFIED CONTRACTORS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DIVERSIFIED MAINTENANCE SYSTEMS,DIVERSIFIED MAINTENANCE SYSTEMS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
DOMINICAN HOSPITAL,DOMINICAN HOSPITAL,dol_whd|faith_hospital|hrsa_340b|osha,4,,,,,Y,,,,,,Y,,,Y,,Y,,,,
DOMINION ENERGY,"Dominion Energy, Inc.",capitol_trade|dol_whd|oge_trade|usaspending,4,,,,,,Y,,Y,,,,,,Y,,,,,,Y
DONALDSON,Donaldson Co Inc,capitol_trade|dol_whd|sam_gov|water_epa,4,,,,,,,,Y,Y,,,,,Y,,,,,Y,
DOVER,Dover Corporation,capitol_trade|dol_whd|oge_trade|water_epa,4,,,,,,Y,,Y,Y,,,,,Y,,,,,,
DOVER CHEMICAL,DOVER CHEMICAL,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
DYNO NOBEL,DYNO NOBEL INC,dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
EATON AEROQUIP,EATON AEROQUIP,ida_oh|osha|usaspending|water_epa,4,,Y,,,,,,,Y,,,,,,,Y,,,,Y
ECC,ECC CORPORATION,dol_whd|osha|sam_gov|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,Y,
EDWARDS,EDWARDS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
EL PASO COUNTY,El Paso County,msha|opioid|opioid_vendor|usaspending,4,,,,,,,,,,Y,,Y,,,,,Y,,,Y
EMI,EMI,dol_whd|ida_oh|osha|usaspending,4,,Y,,,,,,,,,,,,Y,,Y,,,,Y
ENTEGRIS,Entegris Inc,capitol_trade|dol_whd|osha|water_epa,4,,,,,,,,Y,Y,,,,,Y,,Y,,,,
ERICKSON,ERICKSON,osha|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,,,Y,,,Y,Y
ERNST YOUNG,ERNST YOUNG,dol_whd|ida_oh|osha|usaspending,4,,Y,,,,,,,,,,,,Y,,Y,,,,Y
ESSEX INDUSTRIES,"ESSEX INDUSTRIES, INC.",dol_whd|osha|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,Y,,,,Y
EXPERIMENTAL PATHOLOGY LABORATORIES,EXPERIMENTAL PATHOLOGY LABORATORIES,nih_exporter|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,,Y,Y,,,Y,Y
FEDEX FREIGHT,FEDEX FREIGHT,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
FERRO,FERRO CORPORATION,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
FIRETROL PROTECTION SYSTEMS,FIRETROL PROTECTION SYSTEMS,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
FIRST TRANSIT,First Transit Inc.,dol_whd|ida_ny|ida_oh|osha,4,Y,Y,,,,,,,,,,,,Y,,Y,,,,
FMC,FMC Corp,capitol_trade|dol_whd|msha|osha,4,,,,,,,,Y,,,,,,Y,,Y,Y,,,
FRITO LAY,FRITO LAY,dol_whd|ida_oh|osha|water_epa,4,,Y,,,,,,,Y,,,,,Y,,Y,,,,
FUJITSU,"Fujitsu, Ltd.",capitol_trade|fara|fara_principal|usaspending,4,,,,,,,Y,Y,,,,,Y,,,,,,,Y
GARLOCK SEALING TECHNOLOGIES,Garlock Sealing Technologies,dol_whd|ida_ny|sam_gov|water_epa,4,Y,,,,,,,,Y,,,,,Y,,,,,Y,
GENERAL DYNAMICS INFORMATION TECHNOLOGY,GENERAL DYNAMICS INFORMATION TECHNOLOGY,dol_whd|nih_exporter|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,Y,,,,Y,Y
GENERAL DYNAMICS OTS,GENERAL DYNAMICS OTS (PA) INC,dol_whd|sam_gov|usaspending|water_epa,4,,,,,,,,,Y,,,,,Y,,,,,Y,Y
GENTEX,Gentex Corporation,capitol_trade|dol_whd|osha|usaspending,4,,,,,,,,Y,,,,,,Y,,Y,,,,Y
GENUINE PARTS COMPANY,GENUINE PARTS COMPANY,dol_whd|osha|sam_gov|usaspending,4,,,,,,,,,,,,,,Y,,Y,,,Y,Y
