norm_name,raw_name,sources,source_count,ida_ny,ida_oh,nursing_home,charter_school,faith_hospital,oge_trade,fara,capitol_trade,water_epa,opioid,hrsa_340b,opioid_vendor,fara_principal,dol_whd,nih_exporter,osha,msha,cfpb,sam_gov,usaspending
PAMAS PARTIKELMESS UND ANALYSESYSTEME GMBH,PAMAS PARTIKELMESS UND ANALYSESYSTEME GMBH,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAMELA BERLAND EX,PAMELA BERLAND EX,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAN AM RAILWAYS,PAN AM RAILWAYS,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PAN AMERICAN COFFEE BUREAU,Pan-American Coffee Bureau,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PAN GLO,PAN GLO,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PAN PEPIN,PAN PEPIN,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PANA COMMUNITY HOSPITAL,PANA COMMUNITY HOSPITAL,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
PANACEA CONSTRUCTION GROUP,PANACEA CONSTRUCTION GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANAGORA GROUP,PANAGORA GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANAMERICA COMPUTERS,PANAMERICA COMPUTERS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANAMERICAN RENTACAR SAS,PANAMERICAN RENTACAR SAS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANAMETRICS,PANAMETRICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANDO SOLUTIONS,PANDO SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANDUIT,PANDUIT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PANEL STEEL,PANEL STEEL,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PANEL TECH,PANEL TECH,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PANELIZED STRUCTURES,PANELIZED STRUCTURES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PANERA BREAD,PANERA BREAD,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PANHANDLE CLEANING RESTORATION,PANHANDLE CLEANING RESTORATION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PANHANDLE STEEL ERECTORS,PANHANDLE STEEL ERECTORS,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
PANOME BIO,PANOME BIO,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
PANORAMA EDUCATION,PANORAMA EDUCATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANORAMA MORTGAGE GROUP,PANORAMA MORTGAGE GROUP,cfpb|sam_gov,2,,,,,,,,,,,,,,,,,,Y,Y,
PANTHER II TRANSPORTATION,PANTHER II TRANSPORTATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANTHER RIDGE FIRE,PANTHER RIDGE FIRE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANTHERA TRAINING,PANTHERA TRAINING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PANUM EIT SOLUTIONS,PANUM EIT SOLUTIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAOLI TOWN OF,PAOLI TOWN OF,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
PAPA JOHNS PIZZA,PAPA JOHNS PIZZA,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PAPE MACHINERY,PAPE MACHINERY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAPE MATERIAL HANDLING,PAPE MATERIAL HANDLING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAPERCHINE,PAPERCHINE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PAPETTI S HYGRADE EGG PRODUCTS,PAPETTI'S HYGRADE EGG PRODUCTS INC,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PAPICH CONSTRUCTION,PAPICH CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PAPICH CONSTRUCTION COMPANY,PAPICH CONSTRUCTION COMPANY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PAPILLON AIRWAYS,PAPILLON AIRWAYS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAR CONSTRUCTION,PAR CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PAR ENVIRONMENTAL SERVICES,PAR ENVIRONMENTAL SERVICES,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PAR SYSTEMS,PAR SYSTEMS,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
PAR TECHNOLOGY,PAR TECHNOLOGY CORP,capitol_trade|dol_whd,2,,,,,,,,Y,,,,,,Y,,,,,,
PARABON NANOLABS,PARABON NANOLABS,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
PARACHUTE,PARACHUTE,opioid|sam_gov,2,,,,,,,,,,Y,,,,,,,,,Y,
PARACHUTE LABORATORIES,PARACHUTE LABORATORIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARACLETE XP SKYVENTURE,PARACLETE XP SKYVENTURE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADIGM CONSTRUCTION SERVICES,PARADIGM CONSTRUCTION SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADIGM ENVIRONMENTAL,PARADIGM ENVIRONMENTAL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADIGM MANCHESTER,PARADIGM MANCHESTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADIGMWORKS GROUP,PARADIGMWORKS GROUP,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADISE FARMS,PARADISE FARMS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARADISE LUA,PARADISE LUA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADISE PARKING,PARADISE PARKING,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARADISE PILLOW,PARADISE PILLOW,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARADISE PIZZA,PARADISE PIZZA,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARADISE RESTAURANT,PARADISE RESTAURANT,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PARAGON ASSOCIATES,PARAGON ASSOCIATES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAGON BUILDERS,PARAGON BUILDERS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAGON CENTRAL JV,PARAGON CENTRAL JV,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAGON CONSTRUCTION SERVICES OF AMERICA,PARAGON CONSTRUCTION SERVICES OF AMERICA,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAGON MICRO,PARAGON MICRO,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAGON PACKAGING,PARAGON PACKAGING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAGON ROBOTICS,PARAGON ROBOTICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAGON SUBROGATION SERVICES,PARAGON SUBROGATION SERVICES,cfpb|dol_whd,2,,,,,,,,,,,,,,Y,,,,Y,,
PARAGON SYSTEMS,PARAGON SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARAGON TECHNICAL SERVICES,PARAGON TECHNICAL SERVICES,osha|usaspending,2,,,,,,,,,,,,,,,,Y,,,,Y
PARAGON TECHNOLOGIES,PARAGON TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAGON WHOLESALE FOODS,PARAGON WHOLESALE FOODS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARAGONIX TECHNOLOGIES,PARAGONIX TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARALLAX ADVANCED RESEARCH,PARALLAX ADVANCED RESEARCH CORPORATION,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
PARALLAX DIGITAL STUDIOS,PARALLAX DIGITAL STUDIOS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARALLAX TECHNOLOGIES,PARALLAX TECHNOLOGIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAMEDICS UNLIMITED,PARAMEDICS UNLIMITED,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAMETRIX,PARAMETRIX,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARAMOUNT,PARAMOUNT,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARAMOUNT AUTO BODY,PARAMOUNT AUTO BODY,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARAMOUNT CARDS,PARAMOUNT CARDS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAMOUNT CONSTRUCTION GROUP,PARAMOUNT CONSTRUCTION GROUP,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARAMOUNT FARMS,PARAMOUNT FARMS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAMOUNT INDUSTRIES,PARAMOUNT INDUSTRIES,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAMOUNT PANELS,PARAMOUNT PANELS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAMOUNT SCAFFOLD,PARAMOUNT SCAFFOLD,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARAOCEANA BEHAVIORAL HEALTH SERVICES,PARAOCEANA BEHAVIORAL HEALTH SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAQUAD,PARAQUAD,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARATEK PHARMACEUTICALS,PARATEK PHARMACEUTICALS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARATUS TELECOMMUNICATIONS PROPRIETARY,PARATUS TELECOMMUNICATIONS PROPRIETARY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARAVISION,PARAVISION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARC SPECIALTY CONTRACTORS,PARC SPECIALTY CONTRACTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARCELL COMPANY,PARCELL COMPANY,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
PARENTS AS TEACHERS NATIONAL CENTER,PARENTS AS TEACHERS NATIONAL CENTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARETO FRONTIER,PARETO FRONTIER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARFAIT BASSALE,PARFAIT BASSALE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARIS FOODS,PARIS FOODS,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PARISER INDUSTRIES,PARISER INDUSTRIES,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
PARISH FORENSICS,PARISH FORENSICS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARIVEDA SOLUTIONS,PARIVEDA SOLUTIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARK AEROSPACE TECHNOLOGIES,PARK AEROSPACE TECHNOLOGIES CORP,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PARK AMERICA,PARK AMERICA,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARK CENTER,PARK CENTER,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARK CLEANERS,PARK CLEANERS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARK CONSTRUCTION,PARK CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARK COUNTY,Park County,msha|opioid,2,,,,,,,,,,Y,,,,,,,Y,,,
PARK NICOLLET CLINIC,PARK NICOLLET CLINIC,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARK PLACE,PARK PLACE,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PARK PLACE TECHNOLOGIES,PARK PLACE TECHNOLOGIES,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
PARK RANCH,PARK RANCH,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARKER,PARKER,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKER CONSTRUCTION,PARKER CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKER ENGINEERING AND MECHANICAL,PARKER ENGINEERING AND MECHANICAL,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKER LORD,PARKER LORD,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PARKER PLASTICS,PARKER PLASTICS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKER PRODUCTS,PARKER PRODUCTS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKER TOWING,PARKER TOWING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARKHILL SMITH COOPER,PARKHILL SMITH COOPER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARKHOUSE TIRE SERVICE,PARKHOUSE TIRE SERVICE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARKHURST EXCAVATION,PARKHURST EXCAVATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARKING VETERANS,PARKING VETERANS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARKVIEW CARE CENTER,PARKVIEW CARE CENTER,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARKVIEW HOME,PARKVIEW HOME,dol_whd|nursing_home,2,,,Y,,,,,,,,,,,Y,,,,,,
PARKWAY EAST,PARKWAY EAST,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARKWAY PLASTICS,PARKWAY PLASTICS INC,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PARKWAY SCHOOL DISTRICT,PARKWAY SCHOOL DISTRICT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARLIER UNIFIED SCHOOL DISTRICT,PARLIER UNIFIED SCHOOL DISTRICT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PARMA CONSERVATION,PARMA CONSERVATION,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARMA POST POLE,PARMA POST POLE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARMLY ON THE LAKE,PARMLY ON THE LAKE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAROWAN AERO SERVICES,PAROWAN AERO SERVICES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARR LUMBER COMPANY,PARR LUMBER COMPANY,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PARREIRA ALMOND PROCESSING,PARREIRA ALMOND PROCESSING,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
PARRON HALL,PARRON HALL,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARSEC,PARSEC,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARSETEK,PARSETEK,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARSONS,PARSONS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARSONS CONSTRUCTION,PARSONS CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARSONS ELECTRIC,PARSONS ELECTRIC,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARTHENON,PARTHENON,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARTHENON RESTAURANT,PARTHENON RESTAURANT,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PARTI LUMUMBISTE UNIFIE PALU,Parti Lumumbiste Unifie (PALU),fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTI NATIONAL PROGRESSISTE,Parti National Progressiste,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTICLE INSTRUMENTS,PARTICLE INSTRUMENTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTIDO DEMOCRATA POPULAR,Partido Democrata Popular,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTIDO POLITICO MIRA,Partido Politico Mira,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTIDO QUISQUEYANO DEMOCRATA,Partido Quisqueyano Democrata,fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTIDO REVOLUCIONARIO CUBANO AUTENTICO,Partido Revolucionario Cubano (Autentico),fara|fara_principal,2,,,,,,,Y,,,,,,Y,,,,,,,
PARTITION PLUS,PARTITION PLUS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PARTNER FORCES,PARTNER FORCES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTNERS PRODUCE,PARTNERS PRODUCE,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PARTRIDGE WARREN,PARTRIDGE WARREN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTS CLEANING TECHNOLOGIES,PARTS CLEANING TECHNOLOGIES,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PARTS LIFE,PARTS LIFE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTSBASE,PARTSBASE,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTSMASTER,PARTSMASTER,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PARTSSOURCE,PARTSSOURCE,ida_oh|usaspending,2,,Y,,,,,,,,,,,,,,,,,,Y
PASADENA INDEPENDENT SCHOOL DISTRICT,PASADENA INDEPENDENT SCHOOL DISTRICT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PASADENA REFINING SYSTEM,PASADENA REFINING SYSTEM,dol_whd|water_epa,2,,,,,,,,,Y,,,,,Y,,,,,,
PASADENA UNIFIED SCHOOL DISTRICT,PASADENA UNIFIED SCHOOL DISTRICT,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PASSAGES TO RECOVERY,PASSAGES TO RECOVERY,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PASSAIC RUBBER,PASSAIC RUBBER CO INC,sam_gov|water_epa,2,,,,,,,,,Y,,,,,,,,,,Y,
PASTA PLUS,PASTA PLUS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATCO,PATCO,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATE CONSTRUCTION,PATE CONSTRUCTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATEL SCIENTIFIC,PATEL SCIENTIFIC,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATH,PATH,nih_exporter|usaspending,2,,,,,,,,,,,,,,,Y,,,,,Y
PATHCISION MEDICINE,PATHCISION MEDICINE,nih_exporter|sam_gov,2,,,,,,,,,,,,,,,Y,,,,Y,
PATHFINDER AVIATION,PATHFINDER AVIATION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATHLOCK,PATHLOCK,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATHPOINT,PATHPOINT,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PATHWAY SERVICES,PATHWAY SERVICES,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATHWAYS HIGH,Pathways High,charter_school|sam_gov,2,,,,Y,,,,,,,,,,,,,,,Y,
PATHWAYS TO INDEPENDENCE,PATHWAYS TO INDEPENDENCE,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PATISSERIE,PATISSERIE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATLON AIRCRAFT INDUSTRIES,PATLON AIRCRAFT INDUSTRIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRICIA DUKES,PATRICIA DUKES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRICIA R PRITCHARD,PATRICIA R PRITCHARD,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRICK BRADLEY,PATRICK BRADLEY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRICK JAMES,PATRICK JAMES,msha|usaspending,2,,,,,,,,,,,,,,,,,Y,,,Y
PATRICK TELEPICTURES,PATRICK TELEPICTURES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT,Patriot,fara_principal|usaspending,2,,,,,,,,,,,,,Y,,,,,,,Y
PATRIOT CABLE SYSTEM,PATRIOT CABLE SYSTEM,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT COMMUNICATIONS,PATRIOT COMMUNICATIONS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT DISASTER SPECIALIST,PATRIOT DISASTER SPECIALIST,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT ENVIRONMENTAL SERVICES,PATRIOT ENVIRONMENTAL SERVICES,usaspending|water_epa,2,,,,,,,,,Y,,,,,,,,,,,Y
PATRIOT ERECTORS,PATRIOT ERECTORS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATRIOT FIRE PROTECTION,PATRIOT FIRE PROTECTION INC,osha|water_epa,2,,,,,,,,,Y,,,,,,,Y,,,,
PATRIOT GROUP,PATRIOT GROUP,osha|sam_gov,2,,,,,,,,,,,,,,,,Y,,,Y,
PATRIOT MOBILITY,PATRIOT MOBILITY,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT PRODUCTS,PATRIOT PRODUCTS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT SHREDDING,PATRIOT SHREDDING,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT STEEL,PATRIOT STEEL,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATRIOT STRATEGIES,"Patriot Strategies, LLC",fara|usaspending,2,,,,,,,Y,,,,,,,,,,,,,Y
PATRIOT TAXIWAY INDUSTRIES,PATRIOT TAXIWAY INDUSTRIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATRIOT WORKFORCE SOLUTIONS,PATRIOT WORKFORCE SOLUTIONS,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PATRONUS SYSTEMS,PATRONUS SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATTEN,PATTEN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATTERSON BELKNAP WEBB TYLER,"Patterson, Belknap, Webb & Tyler",dol_whd|fara,2,,,,,,,Y,,,,,,,Y,,,,,,
PATTERSON COMPANIES,PATTERSON COMPANIES,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATTERSON DAWN,PATTERSON DAWN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PATTERSON DENTAL SUPPLY,PATTERSON DENTAL SUPPLY,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PATTERSON ROOFING,PATTERSON ROOFING,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATTERSON UTI DRILLING COMPANY,PATTERSON UTI DRILLING COMPANY,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATTON CONSTRUCTION,PATTON CONSTRUCTION,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PATTON CONTRACTORS,PATTON CONTRACTORS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PAUL G WHITE TILE,PAUL G WHITE TILE,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
PAUL GROSS,PAUL GROSS,ida_oh|msha,2,,Y,,,,,,,,,,,,,,,Y,,,
PAUL HASTINGS,Paul Hastings LLP,fara|usaspending,2,,,,,,,Y,,,,,,,,,,,,,Y
PAUL J CONSTRUCTION,PAUL J CONSTRUCTION,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PAUL LUDDEN,PAUL LUDDEN,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAUL R BROWN LEADERSHIP ACADEMY,Paul R. Brown Leadership Academy,charter_school|sam_gov,2,,,,Y,,,,,,,,,,,,,,,Y,
PAUL REVERE TRANSPORTATION,PAUL REVERE TRANSPORTATION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PAUL SMITHS COLLEGE,Paul smiths College,ida_ny|water_epa,2,Y,,,,,,,,Y,,,,,,,,,,,
PAULA WATKINS,PAULA WATKINS,sam_gov|usaspending,2,,,,,,,,,,,,,,,,,,,Y,Y
PAULDING COUNTY HOSPITAL,PAULDING COUNTY HOSPITAL,dol_whd|hrsa_340b,2,,,,,,,,,,,Y,,,Y,,,,,,
PAULI SYSTEMS,PAULI SYSTEMS,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PAULSEN CONSTRUCTION,PAULSEN CONSTRUCTION,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PAVE TECH,PAVE TECH,dol_whd|usaspending,2,,,,,,,,,,,,,,Y,,,,,,Y
PAVECO,PAVECO,dol_whd|sam_gov,2,,,,,,,,,,,,,,Y,,,,,Y,
PAVERS,PAVERS,dol_whd|osha,2,,,,,,,,,,,,,,Y,,Y,,,,
