state_code,county_fips,total_apps,originations,denials,denial_rate,denial_rate_white,denial_rate_black,denial_rate_hispanic,disparity_ratio_black,disparity_ratio_hispanic,white_apps,black_apps,hispanic_apps
VT,50011,817,717.0,100.0,0.1224,0.1124,0.0,0.4286,0.0,3.81,623.0,3.0,7.0
CA,06105,114,97.0,17.0,0.1491,0.1294,0.0,0.4,0.0,3.09,85.0,3.0,5.0
MI,26061,320,291.0,29.0,0.0906,0.0902,0.0,0.2,0.0,2.22,255.0,1.0,5.0
OK,40141,86,68.0,18.0,0.2093,0.2222,0.0,0.3636,0.0,1.64,63.0,3.0,11.0
WV,54009,262,209.0,53.0,0.2023,0.2105,0.0,0.25,0.0,1.19,228.0,2.0,4.0
CO,08014,1093,955.0,138.0,0.1263,0.113,0.0,0.5315,0.0,4.7,761.0,9.0,111.0
OK,40127,102,64.0,38.0,0.3725,0.3846,0.0,0.7143,0.0,1.86,65.0,1.0,7.0
TX,48495,87,51.0,36.0,0.4138,0.4697,0.0,0.4038,0.0,0.86,66.0,1.0,52.0
VA,51750,163,133.0,30.0,0.184,0.1282,0.0,0.4,0.0,3.12,117.0,3.0,5.0
KY,21181,107,71.0,36.0,0.3364,0.3596,0.0,1.0,0.0,2.78,89.0,1.0,4.0
AR,05009,605,533.0,72.0,0.119,0.1152,0.0,0.3636,0.0,3.16,495.0,1.0,11.0
VA,51830,142,127.0,15.0,0.1056,0.0968,0.0,0.0,0.0,0.0,93.0,10.0,4.0
MI,26127,349,283.0,66.0,0.1891,0.1943,0.0,0.2273,0.0,1.17,283.0,1.0,22.0
OH,39055,1357,1160.0,197.0,0.1452,0.1393,0.0,0.25,0.0,1.79,1177.0,8.0,12.0
WY,56003,112,89.0,23.0,0.2054,0.2062,0.0,0.3333,0.0,1.62,97.0,1.0,3.0
PA,42087,504,425.0,79.0,0.1567,0.16,0.0,0.2857,0.0,1.79,425.0,5.0,7.0
MN,27015,322,297.0,25.0,0.0776,0.0739,0.0,0.0,0.0,0.0,284.0,2.0,13.0
KS,20085,177,146.0,31.0,0.1751,0.1493,0.0,0.0,0.0,0.0,134.0,1.0,2.0
MN,27061,576,519.0,57.0,0.099,0.0904,0.0,0.2222,0.0,2.46,498.0,3.0,9.0
MN,27161,235,208.0,27.0,0.1149,0.1058,0.0,0.0769,0.0,0.73,208.0,1.0,13.0
IL,17203,554,510.0,44.0,0.0794,0.0716,0.0,0.0,0.0,0.0,475.0,5.0,8.0
MI,26053,173,142.0,31.0,0.1792,0.1449,0.0,0.0,0.0,0.0,138.0,1.0,1.0
KS,20133,156,136.0,20.0,0.1282,0.1395,0.0,0.3333,0.0,2.39,129.0,1.0,3.0
UT,49021,1339,1145.0,194.0,0.1449,0.1413,0.0,0.2857,0.0,2.02,1083.0,5.0,84.0
ID,16053,340,301.0,39.0,0.1147,0.1185,0.0,0.0918,0.0,0.78,287.0,1.0,98.0
IA,19197,105,95.0,10.0,0.0952,0.0759,0.0,0.0526,0.0,0.69,79.0,2.0,19.0
PR,72117,63,54.0,9.0,0.1429,0.1111,0.0,0.0426,0.0,0.38,54.0,1.0,47.0
AR,05053,428,290.0,138.0,0.3224,0.3198,0.0,0.5,0.0,1.56,369.0,5.0,4.0
IA,19141,146,127.0,19.0,0.1301,0.126,0.0,0.3158,0.0,2.51,127.0,2.0,19.0
NH,33009,1201,1006.0,195.0,0.1624,0.1645,0.0,0.175,0.0,1.06,912.0,8.0,40.0
KY,21087,142,103.0,39.0,0.2746,0.2558,0.0,0.0,0.0,0.0,129.0,1.0,3.0
WI,55027,1255,1101.0,154.0,0.1227,0.1084,0.0,0.2045,0.0,1.89,1042.0,6.0,44.0
OH,39157,800,680.0,120.0,0.15,0.145,0.0,0.0833,0.0,0.57,662.0,7.0,12.0
TX,48189,306,204.0,102.0,0.3333,0.304,0.0,0.2846,0.0,0.94,227.0,4.0,123.0
MT,30029,1489,1212.0,277.0,0.186,0.185,0.0,0.3548,0.0,1.92,1184.0,1.0,31.0
PR,72131,129,94.0,35.0,0.2713,0.2667,0.0,0.2677,0.0,1.0,120.0,2.0,127.0
IA,19011,515,483.0,32.0,0.0621,0.0582,0.0,0.0,0.0,0.0,464.0,3.0,7.0
IA,19055,283,253.0,30.0,0.106,0.1107,0.0,0.4,0.0,3.61,262.0,1.0,5.0
AR,05083,276,194.0,82.0,0.2971,0.2944,0.0,0.375,0.0,1.27,231.0,2.0,8.0
IN,18055,472,381.0,91.0,0.1928,0.2009,0.0,0.3333,0.0,1.66,423.0,1.0,3.0
ME,23015,546,483.0,63.0,0.1154,0.1057,0.0,0.1667,0.0,1.58,454.0,3.0,6.0
MO,29139,141,113.0,28.0,0.1986,0.1709,0.0,0.4,0.0,2.34,117.0,1.0,5.0
WA,53017,517,451.0,66.0,0.1277,0.1266,0.0,0.1739,0.0,1.37,395.0,1.0,115.0
MN,27065,291,243.0,48.0,0.1649,0.1542,0.0,0.375,0.0,2.43,240.0,1.0,8.0
IA,19105,327,270.0,57.0,0.1743,0.1638,0.0,0.0,0.0,0.0,287.0,2.0,4.0
IA,19073,152,131.0,21.0,0.1382,0.1462,0.0,0.6667,0.0,4.56,130.0,1.0,3.0
AR,05005,674,600.0,74.0,0.1098,0.1148,0.0,0.1818,0.0,1.58,549.0,2.0,11.0
IL,17159,86,60.0,26.0,0.3023,0.3067,0.0,,0.0,,75.0,2.0,0.0
IA,19157,300,253.0,47.0,0.1567,0.1202,0.0,0.1667,0.0,1.39,258.0,1.0,12.0
TX,48025,290,187.0,103.0,0.3552,0.3591,0.0,0.45,0.0,1.25,220.0,2.0,140.0
WI,55069,482,415.0,67.0,0.139,0.1462,0.0,0.4,0.0,2.74,390.0,1.0,5.0
ME,23025,662,566.0,96.0,0.145,0.1486,0.0,0.1538,0.0,1.04,572.0,1.0,13.0
IA,19019,352,312.0,40.0,0.1136,0.1051,0.0,0.2,0.0,1.9,295.0,1.0,5.0
IA,19007,149,119.0,30.0,0.2013,0.1908,0.0,0.2,0.0,1.05,131.0,1.0,5.0
CO,08093,552,481.0,71.0,0.1286,0.1184,0.0,0.3846,0.0,3.25,414.0,7.0,26.0
MN,27057,249,231.0,18.0,0.0723,0.0596,0.0,0.0,0.0,0.0,218.0,1.0,10.0
WI,55001,476,403.0,73.0,0.1534,0.1481,0.0,0.2,0.0,1.35,385.0,2.0,10.0
IN,18147,250,212.0,38.0,0.152,0.139,0.0,0.5,0.0,3.6,223.0,2.0,6.0
IN,18001,405,365.0,40.0,0.0988,0.0867,0.0,0.25,0.0,2.88,369.0,1.0,8.0
TX,48083,117,83.0,34.0,0.2906,0.2935,0.0,0.5556,0.0,1.89,92.0,1.0,18.0
KY,21055,125,92.0,33.0,0.264,0.2735,0.0,,0.0,,117.0,1.0,0.0
MO,29181,198,160.0,38.0,0.1919,0.1919,0.0,1.0,0.0,5.21,172.0,1.0,1.0
PR,72143,169,143.0,26.0,0.1538,0.1409,0.0,0.1355,0.0,0.96,149.0,7.0,155.0
GA,13241,275,227.0,48.0,0.1745,0.1961,0.0,0.0,0.0,0.0,204.0,3.0,8.0
PA,42105,180,135.0,45.0,0.25,0.2821,0.0,0.5,0.0,1.77,156.0,1.0,2.0
WA,53007,946,812.0,134.0,0.1416,0.13,0.0,0.2705,0.0,2.08,723.0,1.0,122.0
WY,56033,367,315.0,52.0,0.1417,0.1443,0.0,0.1429,0.0,0.99,298.0,1.0,7.0
TX,48035,228,188.0,40.0,0.1754,0.1755,0.0,0.1379,0.0,0.79,188.0,3.0,29.0
NM,35051,171,129.0,42.0,0.2456,0.2388,0.0,0.3429,0.0,1.44,134.0,2.0,35.0
IA,19125,566,480.0,86.0,0.1519,0.1488,0.0,0.2727,0.0,1.83,484.0,1.0,11.0
AR,05121,305,222.0,83.0,0.2721,0.2755,0.0,0.0,0.0,0.0,265.0,1.0,2.0
LA,22023,87,54.0,33.0,0.3793,0.3973,0.0,0.4,0.0,1.01,73.0,1.0,5.0
MN,27049,591,530.0,61.0,0.1032,0.0972,0.0,0.1,0.0,1.03,494.0,1.0,20.0
IL,17189,165,140.0,25.0,0.1515,0.1622,0.0,0.0,0.0,0.0,148.0,1.0,1.0
MT,30031,1670,1490.0,180.0,0.1078,0.1077,0.0,0.1667,0.0,1.55,1291.0,5.0,36.0
IL,17087,160,120.0,40.0,0.25,0.25,0.0,0.5,0.0,2.0,140.0,1.0,4.0
IA,19183,480,432.0,48.0,0.1,0.1014,0.0,0.12,0.0,1.18,424.0,2.0,25.0
KY,21043,441,282.0,159.0,0.3605,0.3959,0.0,0.25,0.0,0.63,394.0,1.0,4.0
IN,18135,330,284.0,46.0,0.1394,0.138,0.0,0.0667,0.0,0.48,297.0,3.0,15.0
VT,50005,366,304.0,62.0,0.1694,0.1678,0.0,0.4286,0.0,2.55,292.0,1.0,7.0
OH,39175,252,216.0,36.0,0.1429,0.1441,0.0,0.0,0.0,0.0,236.0,1.0,6.0
WV,54013,71,52.0,19.0,0.2676,0.2615,0.0,,0.0,,65.0,1.0,0.0
PR,72141,58,38.0,20.0,0.3448,0.3333,0.0,0.3636,0.0,1.09,54.0,1.0,55.0
IL,17071,50,41.0,9.0,0.18,0.1628,0.0,,0.0,,43.0,1.0,0.0
PA,42057,166,146.0,20.0,0.1205,0.1208,0.0,1.0,0.0,8.28,149.0,1.0,1.0
IA,19123,308,279.0,29.0,0.0942,0.0879,0.0,0.0,0.0,0.0,273.0,2.0,6.0
WI,55111,1027,900.0,127.0,0.1237,0.1092,0.0,0.3333,0.0,3.05,861.0,3.0,36.0
OH,39027,619,541.0,78.0,0.126,0.1229,0.0,0.0,0.0,0.0,537.0,2.0,14.0
OK,40011,71,48.0,23.0,0.3239,0.3103,0.0,0.1667,0.0,0.54,58.0,1.0,6.0
KS,20057,288,248.0,40.0,0.1389,0.1261,0.0,0.1397,0.0,1.11,238.0,2.0,179.0
NM,35028,348,321.0,27.0,0.0776,0.072,0.0,0.2105,0.0,2.92,250.0,1.0,57.0
WY,56017,56,49.0,7.0,0.125,0.1224,0.0,0.0,0.0,0.0,49.0,1.0,4.0
SD,46093,425,382.0,43.0,0.1012,0.114,0.0,0.0,0.0,0.0,351.0,1.0,12.0
NY,36037,606,530.0,76.0,0.1254,0.1274,0.0,0.0769,0.0,0.6,526.0,7.0,13.0
OR,41061,285,252.0,33.0,0.1158,0.1167,0.0,0.0833,0.0,0.71,257.0,1.0,12.0
SD,46029,361,331.0,30.0,0.0831,0.0804,0.0,0.3333,0.0,4.15,311.0,1.0,3.0
CA,06021,273,245.0,28.0,0.1026,0.1095,0.0,0.1351,0.0,1.23,201.0,2.0,111.0
IL,17011,394,350.0,44.0,0.1117,0.1017,0.0,0.1379,0.0,1.36,344.0,2.0,29.0
NE,31053,643,598.0,45.0,0.07,0.0663,0.0,0.0526,0.0,0.79,528.0,2.0,95.0
IN,18119,376,311.0,65.0,0.1729,0.1696,0.0,0.25,0.0,1.47,336.0,2.0,4.0
ND,38009,55,48.0,7.0,0.1273,0.1277,0.0,,0.0,,47.0,1.0,0.0
SD,46103,1866,1682.0,184.0,0.0986,0.084,0.0,0.0364,0.0,0.43,1393.0,19.0,55.0
MO,29195,304,274.0,30.0,0.0987,0.1098,0.0,0.1333,0.0,1.21,255.0,5.0,45.0
IN,18013,319,269.0,50.0,0.1567,0.1374,0.0,0.5,0.0,3.64,262.0,2.0,2.0
IN,18137,377,329.0,48.0,0.1273,0.1178,0.0,0.3333,0.0,2.83,348.0,1.0,6.0
IN,18015,349,282.0,67.0,0.192,0.181,0.0,0.0,0.0,0.0,315.0,2.0,12.0
NE,31067,323,289.0,34.0,0.1053,0.1081,0.0,0.0,0.0,0.0,259.0,3.0,14.0
VT,50023,788,663.0,125.0,0.1586,0.1794,0.0,0.0909,0.0,0.51,591.0,2.0,11.0
MT,30093,444,385.0,59.0,0.1329,0.1367,0.0,0.2,0.0,1.46,373.0,5.0,10.0
IL,17169,70,59.0,11.0,0.1571,0.15,0.0,0.0,0.0,0.0,60.0,1.0,4.0
OK,40035,165,100.0,65.0,0.3939,0.3587,0.0,0.6667,0.0,1.86,92.0,1.0,3.0
TX,48273,308,244.0,64.0,0.2078,0.2116,0.0,0.237,0.0,1.12,241.0,3.0,173.0
CO,08051,328,284.0,44.0,0.1341,0.1365,0.0,0.2941,0.0,2.15,271.0,1.0,17.0
MN,27007,397,359.0,38.0,0.0957,0.0784,0.0,0.5,0.0,6.38,306.0,2.0,4.0
VA,51071,230,190.0,40.0,0.1739,0.1865,0.0,0.0,0.0,0.0,193.0,6.0,3.0
MO,29073,163,137.0,26.0,0.1595,0.1667,0.0,0.0,0.0,0.0,132.0,1.0,1.0
WA,53043,166,139.0,27.0,0.1627,0.1533,0.0,0.3333,0.0,2.17,137.0,1.0,3.0
IL,17125,141,123.0,18.0,0.1277,0.122,0.0,0.0,0.0,0.0,123.0,2.0,1.0
SD,46013,381,345.0,36.0,0.0945,0.1007,0.0,0.1,0.0,0.99,288.0,1.0,10.0
KY,21079,322,249.0,73.0,0.2267,0.2384,0.0,0.0,0.0,0.0,281.0,7.0,3.0
CO,08027,133,115.0,18.0,0.1353,0.156,0.0,0.2,0.0,1.28,109.0,1.0,5.0
WV,54063,150,112.0,38.0,0.2533,0.2574,0.0,0.0,0.0,0.0,136.0,1.0,3.0
OR,41031,338,301.0,37.0,0.1095,0.0996,0.0,0.0741,0.0,0.74,251.0,1.0,27.0
TX,48297,159,106.0,53.0,0.3333,0.3459,0.0,0.4348,0.0,1.26,133.0,1.0,46.0
NE,31099,92,86.0,6.0,0.0652,0.0506,0.0,0.3333,0.0,6.58,79.0,1.0,6.0
KY,21103,275,232.0,43.0,0.1564,0.1695,0.0,0.1111,0.0,0.66,236.0,3.0,9.0
TN,47015,254,207.0,47.0,0.185,0.1905,0.0,0.1333,0.0,0.7,210.0,1.0,15.0
MN,27143,225,197.0,28.0,0.1244,0.1256,0.0,0.4545,0.0,3.62,199.0,1.0,11.0
MN,27043,162,140.0,22.0,0.1358,0.1469,0.0,0.0,0.0,0.0,143.0,1.0,6.0
IA,19101,190,165.0,25.0,0.1316,0.1206,0.0,0.2857,0.0,2.37,141.0,1.0,14.0
OK,40139,195,163.0,32.0,0.1641,0.1393,0.0,0.1828,0.0,1.31,122.0,1.0,93.0
KS,20051,233,199.0,34.0,0.1459,0.1576,0.0,0.0,0.0,0.0,184.0,3.0,3.0
NE,31167,54,51.0,3.0,0.0556,0.0638,0.0,0.0,0.0,0.0,47.0,1.0,8.0
MN,27169,699,657.0,42.0,0.0601,0.0541,0.0,0.3077,0.0,5.68,591.0,4.0,13.0
CO,08081,215,181.0,34.0,0.1581,0.0904,0.0,0.3143,0.0,3.48,166.0,1.0,35.0
IA,19047,188,162.0,26.0,0.1383,0.1333,0.0,0.1512,0.0,1.13,165.0,1.0,86.0
WI,55121,318,281.0,37.0,0.1164,0.1223,0.0,0.2,0.0,1.64,278.0,1.0,5.0
OK,40001,186,129.0,57.0,0.3065,0.253,0.0,0.3333,0.0,1.32,83.0,2.0,9.0
IL,17021,382,327.0,55.0,0.144,0.1444,0.0,0.125,0.0,0.87,360.0,1.0,8.0
MN,27119,398,358.0,40.0,0.1005,0.1057,0.0,0.0,0.0,0.0,331.0,1.0,11.0
OH,39005,656,575.0,81.0,0.1235,0.1203,0.0,0.0,0.0,0.0,582.0,5.0,4.0
ID,16037,53,41.0,12.0,0.2264,0.2292,0.0,1.0,0.0,4.36,48.0,1.0,1.0
KS,20167,53,43.0,10.0,0.1887,0.2,0.0,,0.0,,40.0,3.0,0.0
NC,37009,460,374.0,86.0,0.187,0.1766,0.0,0.0909,0.0,0.51,402.0,1.0,11.0
KY,21061,278,233.0,45.0,0.1619,0.1606,0.0,0.0,0.0,0.0,249.0,1.0,4.0
PR,72123,87,70.0,17.0,0.1954,0.2,0.0,0.2,0.0,1.0,75.0,3.0,85.0
WI,55107,164,135.0,29.0,0.1768,0.1831,0.0,,0.0,,142.0,2.0,0.0
MT,30021,88,80.0,8.0,0.0909,0.0921,0.0,,0.0,,76.0,1.0,0.0
KY,21205,298,188.0,110.0,0.3691,0.3731,0.0,0.4,0.0,1.07,260.0,1.0,5.0
NM,35041,212,169.0,43.0,0.2028,0.1824,0.0,0.3103,0.0,1.7,159.0,3.0,58.0
KS,20079,550,475.0,75.0,0.1364,0.1322,0.0,0.2857,0.0,2.16,416.0,1.0,49.0
IA,19133,111,98.0,13.0,0.1171,0.1222,0.0,0.0,0.0,0.0,90.0,1.0,1.0
NE,31111,390,330.0,60.0,0.1538,0.1246,0.0,0.2857,0.0,2.29,305.0,4.0,21.0
MO,29059,276,229.0,47.0,0.1703,0.181,0.0,0.0,0.0,0.0,232.0,1.0,3.0
KS,20015,1277,1127.0,150.0,0.1175,0.1204,0.0,0.2286,0.0,1.9,980.0,7.0,35.0
KY,21007,78,60.0,18.0,0.2308,0.2131,0.0,,0.0,,61.0,2.0,0.0
PR,72071,167,129.0,38.0,0.2275,0.2185,0.0,0.2276,0.0,1.04,151.0,2.0,145.0
PR,72099,76,56.0,20.0,0.2632,0.2857,0.0,0.274,0.0,0.96,70.0,1.0,73.0
IL,17185,73,57.0,16.0,0.2192,0.2381,0.0,0.5,0.0,2.1,63.0,1.0,2.0
NH,33007,464,380.0,84.0,0.181,0.1796,0.0,0.1667,0.0,0.93,373.0,2.0,6.0
CO,08095,55,47.0,8.0,0.1455,0.125,0.0,0.25,0.0,2.0,48.0,1.0,16.0
MO,29223,144,114.0,30.0,0.2083,0.2114,0.0,0.3333,0.0,1.58,123.0,1.0,3.0
KS,20037,501,442.0,59.0,0.1178,0.125,0.0,0.2778,0.0,2.22,376.0,4.0,18.0
PR,72079,52,38.0,14.0,0.2692,0.234,0.0,0.2449,0.0,1.05,47.0,1.0,49.0
IL,17041,244,218.0,26.0,0.1066,0.099,0.0,0.4118,0.0,4.16,192.0,2.0,17.0
KY,21131,99,27.0,72.0,0.7273,0.75,0.0,1.0,0.0,1.33,92.0,1.0,3.0
TX,48253,300,203.0,97.0,0.3233,0.3251,0.0,0.4182,0.0,1.29,243.0,1.0,55.0
MN,27153,280,252.0,28.0,0.1,0.0897,0.0,0.1818,0.0,2.03,234.0,2.0,33.0
KS,20149,440,410.0,30.0,0.0682,0.0767,0.0,0.2857,0.0,3.73,339.0,13.0,14.0
OK,40069,146,74.0,72.0,0.4932,0.4737,0.0,0.5556,0.0,1.17,95.0,1.0,9.0
OR,41013,495,419.0,76.0,0.1535,0.1414,0.0,0.4286,0.0,3.03,396.0,2.0,7.0
MN,27085,522,471.0,51.0,0.0977,0.1007,0.0,0.1,0.0,0.99,447.0,3.0,30.0
WI,55085,691,611.0,80.0,0.1158,0.1214,0.0,0.1667,0.0,1.37,552.0,1.0,6.0
KS,20021,290,241.0,49.0,0.169,0.1818,0.0,0.3,0.0,1.65,220.0,2.0,10.0
SD,46011,346,316.0,30.0,0.0867,0.0859,0.0,0.0,0.0,0.0,291.0,2.0,3.0
OK,40029,62,43.0,19.0,0.3065,0.2564,0.0,,0.0,,39.0,1.0,0.0
IN,18073,545,461.0,84.0,0.1541,0.141,0.0,0.4,0.0,2.84,468.0,4.0,30.0
KY,21173,489,377.0,112.0,0.229,0.2376,0.0,0.6,0.0,2.52,425.0,2.0,5.0
IN,18041,376,330.0,46.0,0.1223,0.1319,0.0,0.0,0.0,0.0,326.0,5.0,4.0
WV,54005,257,147.0,110.0,0.428,0.4357,0.0,0.0,0.0,0.0,241.0,1.0,1.0
IA,19035,141,125.0,16.0,0.1135,0.119,0.0,0.2727,0.0,2.29,126.0,1.0,11.0
WI,55017,880,788.0,92.0,0.1045,0.1041,0.0,0.0,0.0,0.0,740.0,1.0,5.0
AR,05071,361,281.0,80.0,0.2216,0.2048,0.0,0.1795,0.0,0.88,293.0,3.0,39.0
MO,29127,347,323.0,24.0,0.0692,0.0594,0.0,0.0,0.0,0.0,286.0,2.0,10.0
KY,21239,374,322.0,52.0,0.139,0.1424,0.0,0.2727,0.0,1.92,309.0,4.0,11.0
IA,19149,251,224.0,27.0,0.1076,0.1065,0.0,0.0625,0.0,0.59,216.0,2.0,16.0
TX,48031,302,238.0,64.0,0.2119,0.2203,0.0,0.5676,0.0,2.58,227.0,1.0,37.0
VA,51139,373,310.0,63.0,0.1689,0.1684,0.0,0.0667,0.0,0.4,285.0,2.0,15.0
SD,46009,58,51.0,7.0,0.1207,0.1111,0.0,0.0,0.0,0.0,54.0,1.0,2.0
ND,38059,466,441.0,25.0,0.0536,0.0466,0.0,0.25,0.0,5.37,365.0,3.0,12.0
ND,38053,177,158.0,19.0,0.1073,0.1045,0.0,0.2,0.0,1.91,134.0,1.0,20.0
IN,18023,545,461.0,84.0,0.1541,0.1534,0.0,0.2235,0.0,1.46,476.0,3.0,85.0
WI,55123,329,295.0,34.0,0.1033,0.1103,0.0,0.0,0.0,0.0,290.0,1.0,4.0
CA,06027,128,111.0,17.0,0.1328,0.0909,0.0,0.1667,0.0,1.83,77.0,1.0,18.0
IA,19069,56,46.0,10.0,0.1786,0.1818,0.0,0.0,0.0,0.0,44.0,2.0,9.0
MI,26123,738,627.0,111.0,0.1504,0.1442,0.0,0.3333,0.0,2.31,624.0,2.0,18.0
CA,06045,536,445.0,91.0,0.1698,0.1476,0.0,0.2027,0.0,1.37,359.0,5.0,74.0
IL,17039,173,159.0,14.0,0.0809,0.0903,0.0,0.0,0.0,0.0,155.0,2.0,3.0
PA,42117,472,397.0,75.0,0.1589,0.1411,0.0,0.0,0.0,0.0,411.0,2.0,1.0
WA,53003,258,240.0,18.0,0.0698,0.0651,0.0,0.1538,0.0,2.36,215.0,1.0,13.0
OR,41049,113,103.0,10.0,0.0885,0.0833,0.0,0.0909,0.0,1.09,84.0,1.0,22.0
VA,51610,134,123.0,11.0,0.0821,0.0854,0.0,0.2857,0.0,3.35,82.0,2.0,7.0
SD,46127,278,249.0,29.0,0.1043,0.1139,0.0,0.125,0.0,1.1,237.0,4.0,8.0
PA,42115,439,366.0,73.0,0.1663,0.1576,0.0,0.2143,0.0,1.36,368.0,3.0,14.0
MO,29186,275,241.0,34.0,0.1236,0.128,0.0,0.0,0.0,0.0,250.0,1.0,1.0
IN,18149,388,340.0,48.0,0.1237,0.1156,0.0,0.1176,0.0,1.02,346.0,2.0,17.0
IA,19017,472,435.0,37.0,0.0784,0.0815,0.0,0.0,0.0,0.0,417.0,2.0,6.0
TX,48391,87,52.0,35.0,0.4023,0.3919,0.0,0.425,0.0,1.08,74.0,2.0,40.0
IA,19025,125,110.0,15.0,0.12,0.1273,0.0,0.4,0.0,3.14,110.0,2.0,5.0
RI,44001,595,511.0,84.0,0.1412,0.1391,0.0,0.2,0.0,1.44,489.0,2.0,10.0
OR,41041,762,651.0,111.0,0.1457,0.1312,0.0,0.1707,0.0,1.3,564.0,7.0,41.0
WY,56011,85,78.0,7.0,0.0824,0.1,0.0,0.0,0.0,0.0,70.0,1.0,2.0
NY,36031,405,354.0,51.0,0.1259,0.1302,0.0,0.1111,0.0,0.85,338.0,3.0,9.0
NY,36049,323,262.0,61.0,0.1889,0.1756,0.0,0.4286,0.0,2.44,279.0,1.0,7.0
IA,19115,96,85.0,11.0,0.1146,0.1408,0.0,0.1818,0.0,1.29,71.0,3.0,11.0
WI,55049,353,320.0,33.0,0.0935,0.102,0.0,0.3,0.0,2.94,304.0,1.0,10.0
MN,27083,263,246.0,17.0,0.0646,0.0725,0.0,0.0476,0.0,0.66,207.0,1.0,21.0
NM,35006,136,90.0,46.0,0.3382,0.1642,0.0,0.3673,0.0,2.24,67.0,4.0,49.0
ME,23007,406,341.0,65.0,0.1601,0.1667,0.0,0.0,0.0,0.0,336.0,1.0,3.0
WA,53047,410,352.0,58.0,0.1415,0.1387,0.0,0.125,0.0,0.9,310.0,3.0,24.0
OK,40071,564,489.0,75.0,0.133,0.1495,0.0,0.05,0.0,0.33,388.0,5.0,20.0
KY,21041,185,142.0,43.0,0.2324,0.2123,0.0,0.125,0.0,0.59,146.0,1.0,8.0
MI,26079,226,175.0,51.0,0.2257,0.2308,0.0,0.0,0.0,0.0,195.0,1.0,2.0
AR,05141,360,251.0,109.0,0.3028,0.3072,0.0,0.5,0.0,1.63,319.0,1.0,8.0
WY,56013,336,278.0,58.0,0.1726,0.1829,0.0,0.25,0.0,1.37,257.0,1.0,16.0
WI,55075,690,598.0,92.0,0.1333,0.129,0.0,0.3,0.0,2.33,589.0,2.0,10.0
VT,50001,413,360.0,53.0,0.1283,0.1225,0.0,0.25,0.0,2.04,302.0,1.0,8.0
CO,08067,839,700.0,139.0,0.1657,0.1831,0.0,0.3077,0.0,1.68,688.0,1.0,26.0
ID,16081,271,234.0,37.0,0.1365,0.1226,0.0,0.4583,0.0,3.74,212.0,1.0,24.0
MN,27115,471,396.0,75.0,0.1592,0.1355,0.0,0.375,0.0,2.77,391.0,1.0,8.0
IL,17049,316,241.0,75.0,0.2373,0.2448,0.0,0.5,0.0,2.04,286.0,2.0,2.0
WY,56029,381,336.0,45.0,0.1181,0.1139,0.0,0.3333,0.0,2.93,316.0,1.0,6.0
WI,55117,1598,1429.0,169.0,0.1058,0.0944,0.0,0.1856,0.0,1.97,1218.0,12.0,97.0
MO,29131,426,346.0,80.0,0.1878,0.1989,0.0,0.2857,0.0,1.44,357.0,3.0,7.0
MT,30063,1381,1187.0,194.0,0.1405,0.1333,0.0,0.2174,0.0,1.63,1133.0,1.0,23.0
IN,18049,338,265.0,73.0,0.216,0.2123,0.0,0.3333,0.0,1.57,292.0,5.0,6.0
WI,55031,652,596.0,56.0,0.0859,0.0854,0.0,0.2,0.0,2.34,527.0,2.0,5.0
CO,08063,63,50.0,13.0,0.2063,0.2128,0.0,0.3333,0.0,1.57,47.0,1.0,15.0
TN,47101,218,174.0,44.0,0.2018,0.2074,0.0,0.375,0.0,1.81,188.0,5.0,8.0
TN,47085,322,272.0,50.0,0.1553,0.1661,0.0,0.2222,0.0,1.34,277.0,6.0,9.0
IA,19109,133,121.0,12.0,0.0902,0.1008,0.0,0.1111,0.0,1.1,119.0,2.0,9.0
WI,55037,81,70.0,11.0,0.1358,0.1194,0.0,0.0,0.0,0.0,67.0,1.0,1.0
NC,37005,201,175.0,26.0,0.1294,0.1205,0.0,0.1818,0.0,1.51,166.0,1.0,11.0
IA,19063,87,82.0,5.0,0.0575,0.04,0.0,0.1429,0.0,3.57,75.0,1.0,7.0
MA,25019,227,179.0,48.0,0.2115,0.2671,0.0,0.1111,0.0,0.42,146.0,2.0,9.0
AR,05049,145,104.0,41.0,0.2828,0.2713,0.0,0.3333,0.0,1.23,129.0,1.0,3.0
PR,72055,56,38.0,18.0,0.3214,0.3019,0.0,0.3019,0.0,1.0,53.0,1.0,53.0
OH,39125,230,194.0,36.0,0.1565,0.1719,0.0,0.1053,0.0,0.61,192.0,2.0,19.0
CA,06043,222,181.0,41.0,0.1847,0.1667,0.0,0.16,0.0,0.96,138.0,3.0,25.0
UT,49053,4408,3841.0,567.0,0.1286,0.1299,0.0,0.2283,0.0,1.76,3602.0,13.0,254.0
WV,54031,210,167.0,43.0,0.2048,0.2034,0.0,0.3333,0.0,1.64,177.0,4.0,9.0
MI,26069,341,292.0,49.0,0.1437,0.1583,0.0,0.1667,0.0,1.05,278.0,2.0,12.0
MN,27127,169,153.0,16.0,0.0947,0.087,0.0,0.0,0.0,0.0,138.0,1.0,6.0
KS,20143,62,53.0,9.0,0.1452,0.1346,0.0,,0.0,,52.0,1.0,0.0
WI,55041,200,180.0,20.0,0.1,0.1022,0.0,,0.0,,137.0,1.0,0.0
UT,49019,204,138.0,66.0,0.3235,0.2617,0.0,0.6154,0.0,2.35,149.0,1.0,26.0
MO,29089,158,143.0,15.0,0.0949,0.0923,0.0,,0.0,,130.0,1.0,0.0
