facility_name,facility_name_norm,state,county,facility_type,severity_score,total_penalties,total_donated,donation_count,unique_donors,unique_committees,years_active
GKN DRIVELINE SANFORD PRECISIO N FORMING PLANT,GKN DRIVELINE SANFORD PRECISIO N FORMING PLANT,NC,LEE,industrial,10.0,0.0,878.0,8,4,4,"2016,2019,2020,2021"
EMMANUAL OUTREACH CHURCH,EMMANUAL OUTREACH CHURCH,NC,,water_system,0.0,0.0,878.0,23,3,4,"2016,2020,2021"
CAMP HIGH ROCKS MAIN,CAMP HIGH ROCKS MAIN,NC,,water_system,0.0,0.0,878.0,32,2,2,2020
RICHMOND MACHINE COMPANY,RICHMOND MACHINE COMPANY,OH,,water_system,0.0,0.0,878.0,44,2,4,"2019,2020,2021,2024"
FIRST PRIORITY INC,FIRST PRIORITY,IL,KANE,industrial,10.0,0.0,878.0,12,2,3,2020
"JOON, LLC DBA AJIN USA",JOON AJIN USA,AL,CHAMBERS,industrial,15.0,0.0,878.0,19,2,3,2024
YOUNG'S WELDING INC,YOUNG S WELDING,KS,NEOSHO,industrial,10.0,0.0,877.0,22,5,8,"2016,2017,2020"
CASITAS MUNICIPAL WATER DIST,CASITAS MUNICIPAL WATER DIST,CA,VENTURA,water_system,25.0,0.0,877.0,8,3,3,"2016,2020"
"EUROPTEC USA, INC.",EUROPTEC USA,WV,HARRISON,industrial,20.0,0.0,877.0,20,1,2,"2019,2020"
TRANSTAR AUTOBODY TECHNOLOGIES,TRANSTAR AUTOBODY TECHNOLOGIES,MI,LIVINGSTON,industrial,15.0,0.0,877.0,6,1,3,2024
TWINFIELD USD 33,TWINFIELD USD 33,VT,,water_system,15.0,0.0,876.0,9,2,1,"2015,2016,2018,2019"
MSU 103 BEALS ELEMENTARY SCHOOL,MSU 103 BEALS ELEMENTARY SCHOOL,ME,,water_system,0.0,0.0,876.0,10,2,4,"2016,2021,2022,2024"
KEYSTONE CONTRACTING INC,KEYSTONE CONTRACTING,WA,COWLITZ,industrial,25.0,0.0,876.0,15,1,1,2024
BALTIMORE BOATING CENTER,BALTIMORE BOATING CENTER,MD,BALTIMORE,industrial,15.0,0.0,875.0,35,1,1,"2015,2016"
"PIKE-GIBSON WATER, INC.",PIKE GIBSON WATER,IN,PIKE,water_system,25.0,0.0,875.0,11,2,1,"2015,2017,2018"
ST TAMMANY PARISH FARM BUREAU INC,ST TAMMANY PARISH FARM BUREAU,LA,ST. TAMMANY,industrial,10.0,0.0,875.0,3,2,1,"2015,2016"
ONION RIVER CAMPGROUND,ONION RIVER CAMPGROUND,VT,WASHINGTON,water_system,30.0,0.0,875.0,9,1,4,"2015,2016,2018"
PLEASANT GROVE,PLEASANT GROVE,VA,,water_system,0.0,0.0,875.0,5,4,4,"2015,2018,2020"
AEP KENTUCKY/ASHLAND SERVICE CENTER,AEP KENTUCKY ASHLAND SERVICE CENTER,KY,BOYD,industrial,10.0,0.0,875.0,9,4,5,"2015,2016,2018,2019,2020"
VIEW POINT RV CAMPSITE-WELLS 1 & 2 PLANT,VIEW POINT RV CAMPSITE WELLS 1 2 PLANT,GA,HART,industrial,10.0,0.0,875.0,4,2,2,"2015,2016"
OFF THE WALL GYMNASTICS,OFF THE WALL GYMNASTICS,NH,,water_system,0.0,0.0,875.0,5,5,4,"2015,2016,2020,2022"
SPECTRA ENVIRONMENTAL GROUP INC,SPECTRA ENVIRONMENTAL GROUP,TN,BLOUNT,industrial,15.0,0.0,875.0,46,2,3,"2015,2016,2017"
CATHERINE HERSHEY SCHOOL,CATHERINE HERSHEY SCHOOL,,LANCASTER,industrial,25.0,0.0,875.0,12,2,3,"2016,2019"
VALLEY RUBBER,VALLEY RUBBER,AL,MORGAN,industrial,25.0,25000.0,875.0,3,2,2,"2016,2017,2019"
PRECISION CUT INDUSTRIES 115 RAM DRIVE BUILDING 1,PRECISION CUT INDUSTRIES 115 RAM DRIVE BUILDING 1,PA,YORK,industrial,20.0,0.0,875.0,7,3,3,"2016,2017,2022"
ASBURY GRAPHITE MILLS INC,ASBURY GRAPHITE MILLS,NJ,HUNTERDON,water_system,40.0,18396.0,875.0,10,1,3,"2016,2020,2024"
SOMERSET FARMS GOLF COURSE,SOMERSET FARMS GOLF COURSE,VA,,water_system,15.0,0.0,875.0,10,1,1,2016
SNOWMASS VILLAGE WATER AND SANITATION,SNOWMASS VILLAGE WATER AND SANITATION,CO,PITKIN,industrial,25.0,0.0,875.0,72,1,6,"2016,2017,2018,2019,2020"
"SOUTH MIDDLE SCHOOL, SD 7",SOUTH MIDDLE SCHOOL SD 7,OR,JOSEPHINE,water_system,30.0,0.0,875.0,23,4,4,"2017,2018,2019,2020,2024"
WESTERN PNEUMATIC TUBE CO LLC,WESTERN PNEUMATIC TUBE,WA,KING,industrial,40.0,0.0,875.0,10,1,1,"2017,2018"
BIRMINGHAM,BIRMINGHAM,MI,OAKLAND,water_system,40.0,0.0,875.0,7,4,5,"2018,2019,2020,2024"
ET GATHERING PROCESSING LLC / SIX MILE CREEK COMPRESSOR STATION,ET GATHERING PROCESSING SIX MILE CREEK COMPRESSOR STATION,OK,CANADIAN,industrial,10.0,0.0,875.0,8,2,2,"2018,2020"
CITY OF LACEY LIFT STATION NO. 3,CITY OF LACEY LIFT STATION NO 3,WA,THURSTON COUNTY,industrial,10.0,0.0,875.0,11,3,3,"2018,2020,2021"
THE COUNTRY WOOD SHOP,THE COUNTRY WOOD SHOP,IN,,water_system,0.0,0.0,875.0,6,4,1,"2020,2023,2024"
"RENOVATIONS, INC.",RENOVATIONS,LA,LAFOURCHE,industrial,15.0,0.0,875.0,12,2,3,"2019,2020"
CHURCH WOODS,CHURCH WOODS,RI,,water_system,15.0,0.0,875.0,17,2,4,"2020,2022,2024"
GREATER DIGGS AME ZION CHURCH,GREATER DIGGS AME ZION CHURCH,NC,,water_system,0.0,0.0,875.0,2,2,1,2016
HIGHWAY 90 SPORTS BAR-PLANT 1 - 7991 US 90 W,HIGHWAY 90 SPORTS BAR PLANT 1 7991 US 90 W,TX,VAL VERDE,industrial,15.0,0.0,875.0,3,2,2,"2021,2022"
STAMPEDE SMOKIN BBQ,STAMPEDE SMOKIN BBQ,PA,,water_system,20.0,0.0,875.0,26,1,3,"2022,2024"
NORTH EAST RIVER YACHT CLUB,NORTH EAST RIVER YACHT CLUB,MD,CECIL,water_system,10.0,0.0,875.0,2,2,2,2024
FIBERGLASS MAINTENANCE CONTRACTORS INC,FIBERGLASS MAINTENANCE CONTRACTORS,WA,CLARK,industrial,15.0,0.0,875.0,17,1,2,2023
SNUG HARBOR,SNUG HARBOR,NY,,water_system,20.0,0.0,874.0,22,4,4,"2016,2020,2024"
WAYNE DISPOSAL INC (WDI) HAZARDOUS WASTE LANDFILL,WAYNE DISPOSAL WDI HAZARDOUS WASTE LANDFILL,MI,WAYNE,industrial,15.0,0.0,874.0,4,4,1,2019
"GULF PRIDE ENTERPRISES INC, PLANT NUMBER 2",GULF PRIDE ENTERPRISES PLANT NUMBER 2,MS,HARRISON,industrial,10.0,0.0,874.0,8,2,2,"2023,2024"
VANTAGE SPECIALTIES INC.,VANTAGE SPECIALTIES,IL,LAKE,industrial,55.0,67500.0,873.0,18,2,2,"2015,2016"
WATER STREET GRILLE,WATER STREET GRILLE,PA,,water_system,0.0,0.0,873.0,28,3,4,"2016,2020,2024"
ISLAND NURSING HOME,ISLAND NURSING HOME,ME,,water_system,0.0,0.0,873.0,24,3,5,"2016,2020,2021,2022"
MOSAIC POTASH CARLSBAD INC,MOSAIC POTASH CARLSBAD,NM,,water_system,25.0,0.0,873.0,40,3,4,"2016,2018,2020,2021,2022"
PANHANDLE STATE UNIVERSITY,PANHANDLE STATE UNIVERSITY,OK,TEXAS,water_system,35.0,0.0,873.0,30,2,4,2020
"DALE EARNHARDT, INC.",DALE EARNHARDT,NC,IREDELL,industrial,25.0,0.0,872.0,5,2,2,"2017,2020"
NESTLE DISTRIBUTION CENTER,NESTLE DISTRIBUTION CENTER,GA,GWINNETT COUNTY,industrial,25.0,0.0,871.0,66,1,2,"2015,2016"
PALMER JOHNSON YACHTS LLC,PALMER JOHNSON YACHTS,WI,DOOR,industrial,10.0,0.0,871.0,18,1,3,"2020,2021,2022"
C E SHEPHERD CO INC,C E SHEPHERD,TX,HARRIS,industrial,15.0,0.0,870.0,3,1,1,"2015,2016"
CARINOS CHARTER SCHOOL,CARINOS CHARTER SCHOOL,NM,,water_system,0.0,0.0,870.0,70,1,2,"2015,2016"
AC AUTO INC.,AC AUTO,GA,MADISON COUNTY,industrial,15.0,0.0,870.0,6,4,2,"2015,2016,2018,2019"
SADDLE RIVER RANGE,SADDLE RIVER RANGE,TX,,water_system,0.0,0.0,870.0,5,2,2,2016
AMAZON.COM SERVICE LLC PIT5,AMAZON COM SERVICE PIT5,PA,ALLEGHENY,industrial,10.0,0.0,870.0,21,3,4,"2016,2019,2020,2024"
"J M ELECTRIC, LLC",J M ELECTRIC,NC,,water_system,15.0,0.0,870.0,6,4,4,"2016,2018,2020,2022"
"PROCESS STAINLESS LABS, INC. DBA ADVANCED ELECTROPOLISHING TECHNOLOGIES",PROCESS STAINLESS LABS ADVANCED ELECTROPOLISHING TECHNOLOGIES,CA,SANTA CLARA,industrial,10.0,0.0,870.0,16,3,5,"2016,2017,2020,2021,2022"
"D.M.F., INC.",D M F,AL,TUSCALOOSA,industrial,10.0,0.0,870.0,15,2,1,"2018,2019,2020"
CITY OF SWEETWATER,CITY OF SWEETWATER,TX,NOLAN,water_system,10.0,0.0,870.0,16,6,5,"2019,2020,2024"
BERG SCAFFOLDING CO,BERG SCAFFOLDING,WA,PIERCE,industrial,25.0,0.0,870.0,4,1,3,"2019,2020"
SARASOTA POLO CLUB,SARASOTA POLO CLUB,FL,,water_system,0.0,0.0,870.0,14,4,5,"2019,2020,2024"
X-FAB TEXAS INC,X FAB TEXAS,TX,LUBBOCK,industrial,15.0,0.0,870.0,9,3,3,"2020,2023,2024"
HUEFNER SPRING WATER-PUMP HOUSE,HUEFNER SPRING WATER PUMP HOUSE,PA,CLARION,industrial,10.0,0.0,869.0,58,2,2,"2015,2019,2020"
ROCK LAKE CITY OF,ROCK LAKE CITY OF,ND,TOWNER,water_system,10.0,0.0,869.0,39,3,6,"2016,2019,2020,2023"
CARRS CIRCLE C MOBILE HOME PK,CARRS CIRCLE C MOBILE HOME PK,GA,,water_system,20.0,0.0,869.0,21,2,4,"2016,2020,2022"
CITY OF RUNAWAY BAY,CITY OF RUNAWAY BAY,TX,,water_system,25.0,0.0,868.0,5,3,2,"2015,2022"
PALRAM AMERICAS,PALRAM AMERICAS,PA,BERKS,industrial,30.0,150000.0,868.0,6,2,2,"2017,2018,2019,2024"
"HONEYWELL INC, RESIDENTIAL & BUILDING CONTROL",HONEYWELL RESIDENTIAL BUILDING CONTROL,MN,HENNEPIN,industrial,10.0,0.0,868.0,13,3,3,"2018,2020,2022"
TREE OF LIFE RETREAT CENTER - STILLWATER CABIN WELL,TREE OF LIFE RETREAT CENTER STILLWATER CABIN WELL,WI,,water_system,0.0,0.0,868.0,6,1,3,"2020,2024"
FAIR LAWN BORO BD OF ED MAINT OFFICE,FAIR LAWN BORO BD OF ED MAINT OFFICE,NJ,BERGEN,industrial,25.0,0.0,868.0,16,3,4,"2022,2024"
HENRY ELEMENTARY SCHOOL,HENRY ELEMENTARY SCHOOL,VA,,water_system,15.0,0.0,867.0,19,5,3,"2015,2017,2018,2024"
WELFARE MASONIC TEMPLE,WELFARE MASONIC TEMPLE,,,industrial,15.0,0.0,867.0,52,2,5,"2016,2020,2021,2022"
MT MORIAH AME ZION CHURCH,MT MORIAH AME ZION CHURCH,NC,,water_system,0.0,0.0,867.0,51,1,2,"2017,2018,2020"
LINCOLN WATER COMMISSION,LINCOLN WATER COMMISSION,RI,,water_system,0.0,0.0,867.0,37,3,4,"2020,2024"
HERITAGE LAKE RESORT EMERGENCY NORTH,HERITAGE LAKE RESORT EMERGENCY NORTH,WI,,water_system,0.0,0.0,867.0,9,2,1,"2019,2020"
AEROJET ROCKETDYNE COLEMAN AEROSPACE INC,AEROJET ROCKETDYNE COLEMAN AEROSPACE,FL,ORANGE,industrial,10.0,0.0,867.0,21,2,5,"2020,2022,2024"
PAINT BANK GENERAL STORE-TREATMENT,PAINT BANK GENERAL STORE TREATMENT,VA,CRAIG,industrial,10.0,0.0,867.0,8,3,5,"2020,2021,2024"
SHARON WALKER BAPTIST CHURCH,SHARON WALKER BAPTIST CHURCH,NC,,water_system,0.0,0.0,866.0,5,2,2,"2016,2024"
"SILVER LINE BUILDING PRODUCTS,  L.L.C.",SILVER LINE BUILDING PRODUCTS L L C,NJ,MIDDLESEX,industrial,25.0,0.0,866.0,5,3,3,"2018,2019,2023,2024"
UNIVERSITY ST MARY OF THE LAKE,UNIVERSITY ST MARY OF THE LAKE,IL,,water_system,15.0,0.0,866.0,20,5,4,"2018,2020,2021,2022"
STATION CAB INC - PROPANE FILLING STATION,STATION CAB PROPANE FILLING STATION,NJ,UNION,industrial,25.0,0.0,866.0,14,2,2,"2019,2022,2023"
THE BUZZ CAFE,THE BUZZ CAFE,AK,,water_system,15.0,0.0,866.0,4,2,1,2020
CENTURY FARM MOTEL,CENTURY FARM MOTEL,WI,,water_system,0.0,0.0,866.0,2,1,1,"2020,2021"
GEORGIA-PACIFIC WAUNA LLC,GEORGIA PACIFIC WAUNA,OR,CLATSOP,industrial,15.0,0.0,866.0,19,4,1,"2022,2023,2024"
FOUR MILE CREEK DAIRY LLC,FOUR MILE CREEK DAIRY,WI,BARRON,industrial,25.0,0.0,865.0,3,1,1,"2015,2018,2019"
FOX RIDGE WATER CO,FOX RIDGE WATER,OR,,water_system,15.0,0.0,865.0,4,2,1,2016
LOST CREEK WATER COMPANY,LOST CREEK WATER COMPANY,MO,,water_system,0.0,0.0,865.0,3,2,3,"2016,2020"
WALNUT GROVE WSC,WALNUT GROVE WSC,TX,,water_system,20.0,0.0,865.0,2,2,2,"2017,2018"
MAYAGUEZ MUNICIPALITY PUBLIC WORKS CENTER,MAYAGUEZ MUNICIPALITY PUBLIC WORKS CENTER,PR,MAYAGUEZ MUNICIPIO,industrial,15.0,0.0,865.0,9,2,2,"2020,2023"
EAGLE RIVER MOBILE HOME PARK,EAGLE RIVER MOBILE HOME PARK,AK,,water_system,0.0,0.0,865.0,14,3,2,"2019,2020,2023,2024"
VENTURE INN,VENTURE INN,PA,LYCOMING,water_system,40.0,0.0,865.0,2,2,2,"2019,2022"
CITY OF VIENNA,CITY OF VIENNA,WV,WOOD,industrial,35.0,0.0,865.0,4,1,2,"2020,2024"
FAR HORIZONS SUBDIVISION,FAR HORIZONS SUBDIVISION,IA,JOHNSON,water_system,15.0,0.0,864.0,20,2,6,"2015,2016,2017,2018,2020"
HENDRICKSON TRUCK LINES INC,HENDRICKSON TRUCK LINES,CA,SACRAMENTO COUNTY,industrial,15.0,0.0,864.0,50,4,3,"2016,2019,2021,2022"
TRUMP WINERY TASTING ROOM,TRUMP WINERY TASTING ROOM,VA,,water_system,0.0,0.0,864.0,25,4,4,"2016,2021,2022,2023,2024"
LAKEHURST CONSOLIDATED LOGISTICS & TRAIN,LAKEHURST CONSOLIDATED LOGISTICS TRAIN,NJ,OCEAN,water_system,30.0,0.0,864.0,24,2,3,"2019,2020,2021"
SOUTHERN TRACE S/D,SOUTHERN TRACE S D,NC,WAKE,water_system,45.0,0.0,864.0,3,2,3,"2020,2024"
BELVEDERE GOLF CLUB,BELVEDERE GOLF CLUB,,,industrial,10.0,0.0,864.0,2,1,1,2024
BCFS DRISCOLL HEALTH &AMP HUMAN SERVICES WWTP,BCFS DRISCOLL HEALTH AMP HUMAN SERVICES WWTP,TX,NUECES,industrial,20.0,0.0,864.0,2,1,2,2024
FANCHER CHAIR CO INC,FANCHER CHAIR,NY,CHAUTAUQUA,industrial,25.0,0.0,863.0,46,4,5,"2015,2019,2020,2021,2022,2023,2024"
N WI CTR FOR DEV DISABLED,N WI CTR FOR DEV DISABLED,WI,,water_system,0.0,0.0,863.0,11,3,5,"2018,2021,2024"
"HAZMAT ENVIRONMENTAL GROUP, INC.",HAZMAT ENVIRONMENTAL GROUP,NY,ERIE,industrial,10.0,0.0,863.0,9,2,4,"2020,2024"
SENIOR FRIENDSHIP CENTER,SENIOR FRIENDSHIP CENTER,FL,SARASOTA,water_system,20.0,0.0,862.0,20,3,3,"2015,2018,2024"
MILLER ZELL - FULTON INDUSTRIAL,MILLER ZELL FULTON INDUSTRIAL,GA,FULTON COUNTY,industrial,25.0,0.0,862.0,12,3,3,"2015,2016,2024"
SOUTH REDFORD SCHOOL BUS FACILITY,SOUTH REDFORD SCHOOL BUS FACILITY,MI,WAYNE COUNTY,industrial,25.0,0.0,862.0,43,4,4,"2016,2017,2019,2020,2024"
CANYON DE CHELLY NATIONAL MONUMENT,CANYON DE CHELLY NATIONAL MONUMENT,,,industrial,15.0,0.0,862.0,3,2,1,"2018,2022,2024"
SAINT NICHOLAS LEARNING CENTER,SAINT NICHOLAS LEARNING CENTER,VA,,water_system,0.0,0.0,862.0,5,3,3,"2020,2022,2024"
TRIPLE CROWN CONCRETE A DIVISION OF HINKLE CONTRACTING CO LLC-LEXINGTON,TRIPLE CROWN CONCRETE A DIVISION OF HINKLE CONTRACTING LEXINGTON,KY,FAYETTE,industrial,20.0,0.0,862.0,12,2,2,2024
THE REFUGE CHURCH,THE REFUGE CHURCH,NC,,water_system,0.0,0.0,861.0,28,3,4,"2015,2016,2022"
TRAVIS AFB,TRAVIS AFB,CA,SOLANO COUNTY,industrial,10.0,0.0,861.0,23,5,6,"2016,2020,2021,2024"
VAM USA,VAM USA,TX,HARRIS,industrial,25.0,7125.0,861.0,11,1,2,2020
LINCOLN HILLS WATER CO-OP-TREATMENT PLANT #1,LINCOLN HILLS WATER OP TREATMENT PLANT 1,NM,LINCOLN,industrial,30.0,0.0,861.0,6,3,1,2024
BMW OF STRATHAM,BMW OF STRATHAM,NH,,water_system,0.0,0.0,860.0,2,1,1,2015
NATIONAL-STANDARD CO WOVEN FILTER FIBER DIV,NATIONAL STANDARD WOVEN FILTER FIBER DIV,IN,ST JOSEPH,industrial,5.0,0.0,860.0,12,3,3,"2016,2017,2018,2020"
BROWN TRUCKING COMPANY,BROWN TRUCKING COMPANY,GA,DEKALB,industrial,25.0,0.0,860.0,5,3,4,"2016,2023,2024"
COLE CARBIDE INDUSTRIES INC,COLE CARBIDE INDUSTRIES,,,industrial,20.0,0.0,860.0,13,2,4,"2016,2020"
RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,RIO SCHOOL DIST RIO DEL VALLE SCHOOL,CA,,water_system,0.0,0.0,860.0,10,3,3,"2016,2020,2024"
"PARR'S, INC.",PARR S,AL,MARENGO,industrial,10.0,0.0,860.0,9,3,2,"2017,2020,2024"
ROYAL PACIFIC ORCHARD,ROYAL PACIFIC ORCHARD,WA,,water_system,0.0,0.0,860.0,25,2,4,2020
LAKE GEORGE CHARTER SCHOOL,LAKE GEORGE CHARTER SCHOOL,CO,,water_system,15.0,0.0,860.0,32,3,4,"2020,2021,2022"
CORNER STOP ENTERPRISES INC,CORNER STOP ENTERPRISES,NE,,water_system,0.0,0.0,860.0,17,1,2,2020
YOSEMITE NPS-MERCED LAKE CAMP,YOSEMITE NPS MERCED LAKE CAMP,CA,,water_system,0.0,0.0,860.0,10,1,1,2019
CROTCHED MOUNTAIN SCHOOL,CROTCHED MOUNTAIN SCHOOL,NH,,water_system,20.0,0.0,859.0,39,6,5,"2016,2018,2019"
FULTON MONTGOMERY COM. COLLEGE,FULTON MONTGOMERY COM COLLEGE,NY,FULTON,industrial,10.0,0.0,859.0,35,3,3,"2020,2024"
VICTORY ELEMENTARY SCHOOL,VICTORY ELEMENTARY SCHOOL,PA,,water_system,0.0,0.0,859.0,33,1,2,"2021,2022"
VILLA CAPRI MHP,VILLA CAPRI MHP,AZ,PIMA,industrial,10.0,0.0,858.0,43,3,3,"2016,2020"
OAKLAND CHRISTIAN CHURCH,OAKLAND CHRISTIAN CHURCH,IN,,water_system,0.0,0.0,858.0,15,2,4,"2018,2019,2020,2024"
HOLLY GROVE BAPTIST CHURCH,HOLLY GROVE BAPTIST CHURCH,NC,,water_system,0.0,0.0,858.0,20,2,3,2020
TOMORROW'S STARS RV RESORT,TOMORROW S STARS RV RESORT,OH,CLARK,industrial,15.0,0.0,858.0,18,1,2,"2020,2024"
GROTON UTILITIES,GROTON UTILITIES,CT,,water_system,0.0,0.0,858.0,27,1,4,"2020,2022,2024"
BATTERIES & BULBS,BATTERIES BULBS,CO,EL PASO,industrial,10.0,0.0,857.0,71,4,5,"2016,2019,2020"
D & W FINE PACK,D W FINE PACK,MI,GLADWIN,industrial,15.0,0.0,857.0,24,3,6,"2016,2017,2018,2019,2020"
CITY OF WINFIELD,CITY OF WINFIELD,TX,TITUS,water_system,30.0,0.0,857.0,5,2,1,"2017,2020,2022"
NATIONAL AUDUBON SOCIETY (MAIN BUILDING),NATIONAL AUDUBON SOCIETY MAIN BUILDING,CT,,water_system,15.0,0.0,857.0,22,2,2,"2019,2020"
CITY OF MCCOMB,CITY OF MCCOMB,MS,PIKE,water_system,35.0,0.0,857.0,4,2,3,"2019,2021,2024"
EASTERN LOCAL SCHOOL DIST,EASTERN LOCAL SCHOOL DIST,OH,MEIGS,industrial,15.0,0.0,857.0,21,2,3,"2021,2023,2024"
SHERMAN HIGH SCHOOL,SHERMAN HIGH SCHOOL,WV,BOONE,industrial,20.0,0.0,856.0,29,5,6,"2015,2016,2020,2023,2024"
WYNN RESORTS-COLD CLO2 ENCORE THEATER,WYNN RESORTS COLD CLO2 ENCORE THEATER,NV,CLARK,industrial,10.0,0.0,856.0,23,2,3,"2016,2024"
SHREWSBURY MOUNTAIN SCHOOL,SHREWSBURY MOUNTAIN SCHOOL,VT,,water_system,20.0,0.0,856.0,4,3,3,"2016,2020,2024"
POLONIA SPORTS CLUB,POLONIA SPORTS CLUB,WI,,water_system,0.0,0.0,856.0,5,2,3,"2016,2024"
ALLEN-BRADLEY CO,ALLEN BRADLEY,NC,GUILFORD,industrial,15.0,0.0,856.0,16,3,3,"2018,2024"
CITY OF MIDWAY,CITY OF MIDWAY,TX,MADISON,water_system,25.0,0.0,856.0,4,4,3,"2020,2022"
M GRUMBACHER INC,M GRUMBACHER,NJ,MIDDLESEX,industrial,5.0,0.0,856.0,2,1,2,2022
CLINTON CENTRAL ELEMENTARY SCHOOL,CLINTON CENTRAL ELEMENTARY SCHOOL,IN,CLINTON,water_system,25.0,0.0,855.0,11,6,5,"2015,2016,2017,2019,2020,2024"
OCEAN FRESH OFFSHORE PROCESSING VESSEL,OCEAN FRESH OFFSHORE PROCESSING VESSEL,AK,LAKE AND PENINSULA,industrial,10.0,0.0,855.0,13,2,2,"2015,2016"
FRANKLIN LAKES BORO MUNICIPAL BLDG PROPOSED LIBRARY,FRANKLIN LAKES BORO MUNICIPAL BLDG PROPOSED LIBRARY,NJ,BERGEN,industrial,25.0,0.0,855.0,6,4,4,"2016,2018,2020,2022,2024"
LAKE OF THE WOOD WATER CO,LAKE OF THE WOOD WATER,OH,,water_system,0.0,0.0,855.0,7,3,4,"2016,2019,2020"
BIRCH FALLS S/D,BIRCH FALLS S D,NC,,water_system,0.0,0.0,855.0,10,3,3,"2016,2020,2022,2024"
MT CARMEL BAPTIST CHURCH,MT CARMEL BAPTIST CHURCH,MD,HARFORD,both,10.0,0.0,855.0,32,4,4,"2016,2019,2020,2021"
SUNSET WEST COMMUNITY LLC,SUNSET WEST COMMUNITY,CA,,water_system,0.0,0.0,855.0,9,3,4,"2017,2019,2020,2024"
ALIVE AND WELL,ALIVE AND WELL,OR,,water_system,0.0,0.0,855.0,12,3,3,"2018,2020"
FRANCISCAN SISTERS OF CHICGO,FRANCISCAN SISTERS OF CHICGO,IL,COOK,industrial,10.0,0.0,855.0,34,4,4,"2018,2019,2023,2024"
ATLANTIC LIMOUSINE INC GARAGE,ATLANTIC LIMOUSINE GARAGE,NJ,ATLANTIC,industrial,25.0,0.0,855.0,20,2,3,"2020,2024"
"RIPON TRUCK REPAIR & EQUIPMENT, LLC",RIPON TRUCK REPAIR EQUIPMENT,WI,WINNEBAGO,water_system,30.0,0.0,855.0,3,2,2,"2021,2022,2024"
POOL-FOUR GREEN FIELDS,POOL FOUR GREEN FIELDS,NY,,water_system,0.0,0.0,854.0,7,2,2,"2016,2022"
ALL SEASONS CLOTHING STORE,ALL SEASONS CLOTHING STORE,,,industrial,15.0,0.0,854.0,8,4,4,"2016,2018,2019,2020"
TUCSON RACQUET & FITNESS CLUB,TUCSON RACQUET FITNESS CLUB,,PIMA,industrial,15.0,0.0,854.0,19,4,5,"2016,2018,2020,2024"
RECONSERVE OF GEORGIA,RECONSERVE OF GEORGIA,GA,HALL,industrial,30.0,1000.0,854.0,10,1,2,"2020,2024"
MELODY RANCH IMPROVEMENT & SERVICE DIST.,MELODY RANCH IMPROVEMENT SERVICE DIST,WY,,water_system,0.0,0.0,854.0,2,1,2,2020
MIKE CARLSON ENTERPRISES INC,MIKE CARLSON ENTERPRISES,WA,SAN JUAN,industrial,30.0,53000.0,854.0,4,2,2,"2023,2024"
SHARTLESVILLE COM FIRE CO NO 1,SHARTLESVILLE COM FIRE NO 1,PA,,water_system,0.0,0.0,853.0,7,3,4,"2015,2018,2024"
HIGH PEAK CAMP DAM NO 4 RESTORATION,HIGH PEAK CAMP DAM NO 4 RESTORATION,CO,LARIMER,industrial,15.0,0.0,853.0,43,2,3,"2016,2020"
POINT O'WOODS,POINT O WOODS,FL,CITRUS,water_system,20.0,0.0,852.0,4,2,2,"2016,2020"
KHINDA PROPERTIES LLC - PERKINS FERRY C-STORE,KHINDA PROPERTIES PERKINS FERRY C STORE,LA,CALCASIEU,industrial,10.0,0.0,852.0,9,1,3,"2017,2018,2019"
J & R COATINGS SPECIALIST,J R COATINGS SPECIALIST,TX,HILL,industrial,25.0,0.0,852.0,6,2,3,"2018,2020,2023"
SPECIALTY TRUCK PARTS INC,SPECIALTY TRUCK PARTS,CA,SANTA CLARA,industrial,10.0,0.0,852.0,6,3,3,"2019,2020,2022"
CALCASIEU REFINING CO,CALCASIEU REFINING,LA,CALCASIEU PARISH,industrial,15.0,0.0,851.0,21,2,2,"2016,2020"
KPR US LLC DBA KENDALL PATIENT RECOVERY US LLC,KPR US KENDALL PATIENT RECOVERY US,SC,KERSHAW,industrial,15.0,0.0,851.0,6,2,3,"2016,2018,2019"
GOLDEN PLAINS CHRISTIAN SCHOOL,GOLDEN PLAINS CHRISTIAN SCHOOL,NE,,water_system,0.0,0.0,851.0,15,3,5,"2018,2019,2020,2024"
OLD NORTH UTILITIES SERVICES/FT BRAGG,OLD NORTH UTILITIES SERVICES FT BRAGG,,CUMBERLAND,industrial,10.0,0.0,851.0,12,2,2,"2018,2019,2020"
BETTY LOUS RESTAURANT,BETTY LOUS RESTAURANT,PA,,water_system,0.0,0.0,851.0,3,1,2,2020
ROAMING SHORES VILLAGE PWS,ROAMING SHORES VILLAGE PWS,OH,ASHTABULA,water_system,20.0,0.0,850.0,5,2,2,"2015,2022"
LEE`S LONG TERM CARE,LEE S LONG TERM CARE,NC,,water_system,0.0,0.0,850.0,2,1,2,"2015,2017"
HENRY FARMS INC/TURTLE TROUGH MINE,HENRY FARMS TURTLE TROUGH MINE,SC,BEAUFORT,industrial,20.0,0.0,850.0,3,1,1,2015
SYLVAN GLEN ESTATES,SYLVAN GLEN ESTATES,MI,,water_system,0.0,0.0,850.0,7,2,1,"2015,2016,2017,2018,2022"
SCOTT PET INCORPORATED,SCOTT PET,IN,PARKE,industrial,10.0,0.0,850.0,4,3,2,"2015,2016"
