rank,name,score,source_count,category_count,categories,sources,entity_type
826,Zoetis Inc,4,2,2,Pollution & Enforcement; Governing Pays,capitol_trade; water_epa,corporate
827,"Covenant Medical Center, Inc.",3,3,1,Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home,corporate
828,"Fujitsu, Ltd.",3,3,1,Governing Pays,capitol_trade; fara; fara_principal,corporate
829,"Hitachi, Ltd.",3,3,1,Governing Pays,capitol_trade; fara; fara_principal,corporate
830,"Japan Tobacco, Inc.",3,3,1,Governing Pays,capitol_trade; fara; fara_principal,corporate
831,MercyOne Centerville Medical Center,3,3,1,Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home,corporate
832,Pih Health Good Samaritan Hospital,3,3,1,Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home,corporate
833,"St. Mary's Medical Center, INC",3,3,1,Who's protecting patients?,faith_hospital; hrsa_340b; nursing_home,corporate
834,3I Group PLC,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
835,A.M.K. Berlin,2,2,1,Governing Pays,fara; fara_principal,corporate
836,ASML Holding NV,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
837,"AbbVie, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
838,Accenture Plc,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
839,"Activision Blizzard, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
840,"Advanced Micro Devices, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
841,Adventhealth Avista,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
842,Adventhealth Gordon,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
843,Adventhealth Hendersonville,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
844,Adventhealth Orlando,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
845,Adventhealth Rollins Brook,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
846,Adventhealth Tampa,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
847,Adventist Health Bakersfield,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
848,Adventist Health Lodi Memorial,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
849,Adventist Health Mendocino Coast,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
850,Adventist Health Sierra Vista,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
851,Adventist Health Ukiah Valley,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
852,Adventist Healthcare White Oak Medical Center,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
853,Advocate Lutheran General Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
854,Aeroport de Paris,2,2,1,Governing Pays,fara; fara_principal,corporate
855,"Afghanistan-U.S. Democratic Peace and Prosperity Council, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
856,"Ahmed, Tanweer",2,2,1,Governing Pays,fara; fara_principal,corporate
857,"AirBNB, inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
858,"Airbus Industrie of North America, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
859,Alameda Health System,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
860,"Alaska Air Group, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
861,"Alaska Pulp & Resources, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
862,Algerian Front of National Liberation,2,2,1,Governing Pays,fara; fara_principal,corporate
863,"All Pakistan Muslim League, LLC",2,2,1,Governing Pays,fara; fara_principal,corporate
864,"Allied Public Relations, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
865,"Alphabet, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
866,Alpine Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
867,Amcor plc,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
868,"American Basque Foundation, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
869,American Express Co.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
870,American Friends of Polish Democracy,2,2,1,Governing Pays,fara; fara_principal,corporate
871,"American Nord-Aviation, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
872,"Amkor Technology, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
873,Amtorg Trading Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
874,"Analog Devices, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
875,"Anchor Line, Ltd.",2,2,1,Governing Pays,fara; fara_principal,corporate
876,Antigua Department of Tourism,2,2,1,Governing Pays,fara; fara_principal,government
877,Aptiv PLC,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
878,Arab Information Center,2,2,1,Governing Pays,fara; fara_principal,corporate
879,Arch Capital Group Ltd.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
880,Arnot Ogden Medical Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
881,Arthur J. Gallagher & Co.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
882,"Artkino Pictures, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
883,Aruba Tourism Authority,2,2,1,Governing Pays,fara; fara_principal,government
884,Ascension Borgess Lee Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
885,"Ascension Via Christi Hospitals Wichita, Inc.",2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
886,Astrazeneca PLC,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
887,Australian Broadcasting Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
888,Australian Information Service,2,2,1,Governing Pays,fara; fara_principal,corporate
889,Australian Meat & Livestock Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
890,"Austrian Tourist Office, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
891,"Autodesk, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
892,"Automatic Data Processing, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
893,Avera Marshall,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
894,Avera ST Anthony's Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
895,Bahamas Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
896,Bank of Montreal,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
897,Baptist Health Paducah,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
898,Baraga County Memorial Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
899,Basque Delegation in the U.S.A.,2,2,1,Governing Pays,fara; fara_principal,corporate
900,Battle Mountain General Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
901,"Bavarian Ministry for Economic Affairs, Infrastructure, Transport and Technology",2,2,1,Governing Pays,fara; fara_principal,corporate
902,Beaver Valley Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
903,Belgian Government Information Center,2,2,1,Governing Pays,fara; fara_principal,corporate
904,Belgian National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
905,Benitez Strategies,2,2,1,Governing Pays,fara; fara_principal,corporate
906,Berkshire Hathaway Inc.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
907,Bermuda Tourism Authority,2,2,1,Governing Pays,fara; fara_principal,government
908,Billings Clinic,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
909,Block Inc,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
910,Bon Secours Community Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
911,Brand South Africa,2,2,1,Governing Pays,fara; fara_principal,corporate
912,"British Aerospace, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
913,"British Airways, PLC",2,2,1,Governing Pays,fara; fara_principal,corporate
914,British Broadcasting Corporation,2,2,1,Governing Pays,fara; fara_principal,corporate
915,British Information Services,2,2,1,Governing Pays,fara; fara_principal,corporate
916,British Virgin Islands Tourist Board,2,2,1,Governing Pays,fara; fara_principal,government
917,British-American Chamber of Commerce,2,2,1,Governing Pays,fara; fara_principal,corporate
918,"Broadcom, Inc.",2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
919,Brookville Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
920,Brunswick Corp,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
921,Bulgarian Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
922,"C. Itoh & Company (America), Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
923,CEDOK Czechoslovak Travel Bureau,2,2,1,Governing Pays,fara; fara_principal,government
924,"Cable & Wireless North America, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
925,Cameco Corp,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
926,Canadian Coalition on Acid Rain,2,2,1,Governing Pays,fara; fara_principal,corporate
927,Canadian National Railways,2,2,1,Governing Pays,fara; fara_principal,corporate
928,Caribbean Tourism Development Company,2,2,1,Governing Pays,fara; fara_principal,corporate
929,Carnival Corporation & PLC,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
930,Carson Tahoe Regional Healthcare,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
931,Catalan National Assembly in the United States of America Association,2,2,1,Governing Pays,fara; fara_principal,corporate
932,Cayman Islands Department of Tourism,2,2,1,Governing Pays,fara; fara_principal,government
933,Central American Sugar Council,2,2,1,Governing Pays,fara; fara_principal,corporate
934,Ceylon (Sri Lanka) Tourist Board,2,2,1,Governing Pays,fara; fara_principal,government
935,Chi Health Good Samaritan,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
936,Chi ST Vincent Morrilton,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
937,"China Media Services, Inc.",2,2,1,Governing Pays,fara; fara_principal,corporate
938,China National Tourist Office,2,2,1,Governing Pays,fara; fara_principal,corporate
939,Chinese Information Service,2,2,1,Governing Pays,fara; fara_principal,corporate
940,"Chinese Information Service, Pacific Coast Bureau",2,2,1,Governing Pays,fara; fara_principal,government
941,Choctaw Regional Medical Center,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
942,Christian League of Southern Africa,2,2,1,Governing Pays,fara; fara_principal,corporate
943,Christus ST Frances Cabrini Hospital,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
944,Christus Shreveport-bossier Health System,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
945,Christus Southern New Mexico,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
946,Chubb Ltd.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
947,Citizens Medical Center INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
948,Citizens for a Free Kuwait,2,2,1,Governing Pays,fara; fara_principal,corporate
949,Club 26 de Julio de Miami,2,2,1,Governing Pays,fara; fara_principal,corporate
950,Colombia Flower Council,2,2,1,Governing Pays,fara; fara_principal,corporate
951,Columbus Regional Hospital,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
952,Comanche County Hospital Authority,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,government
953,Comcast Corp.,2,2,1,Governing Pays,capitol_trade; oge_trade,corporate
954,Committee For Unity Of The Nile Valley,2,2,1,Governing Pays,fara; fara_principal,corporate
955,Committee for Free Elections & Democracy in Nicaragua,2,2,1,Governing Pays,fara; fara_principal,corporate
956,Committee for the 1984 Act (CFA),2,2,1,Governing Pays,fara; fara_principal,corporate
957,Commonwealth Bank of Australia,2,2,1,Governing Pays,capitol_trade; fara_principal,corporate
958,Community Health Services Corporation,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
959,Community Health Systems INC,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
960,Community Hospital Association,2,2,1,Who's protecting patients?,faith_hospital; hrsa_340b,corporate
961,Community Hospital of Anaconda,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
962,Community Hospital of San Bernardino,2,2,1,Who's protecting patients?,hrsa_340b; nursing_home,corporate
